Site Number,Site Name,Country,City,State,Zip,Status
074,Az. Osp. S. Luigi Gonzaga; Divisione Di Oncologia Medica,Italy,Orbassano,Piedmont,10043,Completed
075,A.O.U. Cagliari-P.O. Monserrato;U.O. Oncologia,Italy,Cagliari,Sardinia,09100,Completed
076,Azienda Ospedaliero - Universitaria Pisana U.O. Oncologia Medica 2 Universitaria ? Polo Oncologico,Italy,Pisa,Tuscany,56126,Completed
077,IRCCS Istituto Oncologico Veneto (IOV); Oncologia Medica Prima,Italy,Padua,Veneto,35128,Completed
078,Chiba University Hospital,Japan,Chiba,,260-8677,Completed
079,National Cancer Center Hospital East,Japan,Chiba,,277-8577,Completed
080,Kurume University Hospital,Japan,Fukuoka,,830-0011,Completed
081,Sapporo Kosei Genaral Hospital,Japan,Hokkaido,,060-0033,Completed
082,Hokkaido University Hospital,Japan,Hokkaido,,060-8648,Completed
083,Kanazawa University Hospital,Japan,Ishikawa,,920-8641,Completed
084,Kitasato University Hospital,Japan,Kanagawa,,252-0375,Completed
085,Kumamoto University Hospital,Japan,Kumamoto,,860-8556,Completed
086,Osaka Metropolitan University Hospital,Japan,Osaka,,545-8586,Completed
087,Kindai University Hospital,Japan,Osaka,,589-8511,Completed
088,Saga-ken Medical Centre Koseikan,Japan,Saga,,840-8571,Completed
089,Shizuoka Cancer Center,Japan,Shizuoka,,411-8777,Completed
090,Japanese Red Cross Musashino Hospital,Japan,Tokyo,,180-8610,Completed
091,Copernicus Podmiot Medyczny Sp. z o.o. Wojewodzkie Centrum Onkologii,Poland,Gdansk,,80-219,Completed
092,ID Clinic,Poland,Mysłowice,,41-400,Completed
093,"SP ZOZ MSWiA z WARMINSKO-MAZURSKIM CENTRUM ONKOLOGII; CLINICAL ONCOLOGY, CLINICAL IMMUNOLOGY",Poland,Olsztyn,,10-228,Completed
094,Narodowy Instytut Onkologii im. Marii Sk?odowskiej-Curie - Pa?stwowy Instytut Badawczy,Poland,Warsaw,,02-781,Completed
095,Dolno?l?skie Centrum Onkologii; Oddzia? Onkologii Klinicznej i Chemioterapii,Poland,Wroc?aw,,53-413,Completed
096,"FSBI ""National Medical Research Center of Oncology N.N. Blokhin?; Clinical Biotechnologies",Russia,Moscow,Moscow Oblast,115478,Completed
097,GBUZ Saint Petersburg Clinical Research Center of Specialized Types of Care (Oncology),Russia,Saint Petersburg,Sankt-Peterburg,197758,Completed
098,National Cancer Centre,Singapore,Singapore,,169610,Completed
099,Tan Tock Seng Hospital; Oncology,Singapore,Singapore,,308433,Completed
100,Chonnam National University Hwasun Hospital,South Korea,Jeollanam-do,,58128,Completed
101,Seoul National University Hospital,South Korea,Seoul,,03080,Completed
102,"Severance Hospital, Yonsei University Health System",South Korea,Seoul,,03722,Completed
103,Asan Medical Center,South Korea,Seoul,,05505,Completed
104,Samsung Medical Center,South Korea,Seoul,,06351,Completed
105,Ulsan University Hosiptal,South Korea,Ulsan,,44033,Completed
106,Hospital Universitari Vall d'Hebron; Oncology,Spain,Barcelona,,08035,Completed
107,Hospital Clinico San Carlos; Servicio de Oncologia,Spain,Madrid,,28040,Completed
108,Hospital Universitario La Paz; Servicio de Oncologia,Spain,Madrid,,28046,Completed
109,Centro Integral Oncologico Clara Campal; Servicio de Oncología,Spain,Madrid,,28050,Completed
110,Hospital Universitario Miguel Servet; Servicio de Oncologia Medica,Spain,Zaragoza,,50009,Completed
111,National Cheng Kung University Hospital; Oncology,Taiwan,Tainan,,00704,Completed
112,Chi-Mei Medical Centre; Hematology & Oncology,Taiwan,Tainan,,710,Completed
113,Veterans General Hospital; Cancer Center,Taiwan,Taipei,,00112,Completed
114,National Taiwan Uni Hospital; Dept of Oncology,Taiwan,Taipei,,100,Completed
115,Chang Gung Memorial Hospital-Linkou; Dept of Oncology,Taiwan,Taoyuan,,333,Completed
116,Beatson West of Scotland Cancer Centre,United Kingdom,Glasgow,,G12 0YN,Completed
117,Royal Free Hospital; Dept of Oncology,United Kingdom,London,,NW3 2QG,Completed
118,King'S College Hospital,United Kingdom,London,,SE5 9RS,Completed
119,Christie Hospital Nhs Trust; Medical Oncology,United Kingdom,Manchester,,M2O 4BX,Completed
