Site Number,Site Name,Country,City,State,Zip,Status
027,"West China Hospital, Sichuan University; Department of Breast",China,Chengdu,,610041,Completed
028,Sun Yat-sen Memorial Hospital,China,Guangzhou,,510000,Completed
029,Harbin Medical University Cancer Hospital,China,Harbin,,150081,Completed
030,Shandong Cancer Hospital,China,Jinan,,250117,Completed
031,Jiangsu Province Hospital (the First Affiliated Hospital With Nanjing Medical University),China,Nanjing,,210029,Completed
032,Jiangsu Cancer Hospital,China,Nanjing,,211100,Completed
033,Shanghai Jiao Tong University School of Medicine (SJTUSM) - Ruijin Hospital (GuangCi Hospital),China,Shanghai,,200025,Completed
034,Fudan University Shanghai Cancer Center,China,Shanghai,,200120,Completed
035,Liaoning cancer Hospital & Institute,China,Shenyang,,110042,Completed
036,Hebei Medical University Fourth Hospital;(Tumor Hospital of Hebei Province),China,Shijiazhuang,,050035,Completed
037,Tianjin Medical University Cancer Institute & Hospital,China,Tianjin,,3000060,Completed
038,The Second Affiliated Hospital of Xi'an Jiao Tong University,China,Xi'an,,710004,Completed
039,First Affiliated Hospital of Medical College of Xi'an Jiaotong University,China,Xi'an,,710061,Completed
040,Zhejiang Cancer Hospital,China,Zhejiang,,310022,Completed
041,Henan Cancer Hospital,China,Zhengzhou,,450008,Completed
042,Clinical Hospital Centre Zagreb,Croatia,Zagreb,,10000,Completed
043,Fakultni Nemocnice Hradec Kralove; Dept of Radiotherapy & Oncology,Czechia,Hradec Králové,,500 05,Completed
044,Fakultni nemocnice Olomouc; Onkologicka klinika,Czechia,Olomouc,,779 00,Completed
045,Fakultni nemocnice Ostrava; Klinika onkologicka FNO a LF OU,Czechia,Ostrava-Poruba,,70852,Completed
046,Fakultni Poliklinika Vseobecne Fakultni Niemocnice; Onkologicka Klinika,Czechia,Prague,,128 08,Completed
047,Clinique Sainte Catherine; Hopital De Semaine,France,Avignon,,84918,Completed
048,HOPITAL JEAN MINJOZ; Oncologie,France,Besançon,,25030,Completed
049,Polyclinique Bordeaux Nord Aquitaine,France,Bordeaux,,33300,Completed
050,Hopital Morvan,France,Brest,,29200,Completed
051,CHD Les Oudairies,France,La Roche-sur-Yon,,85925,Completed
052,Centre Oscar Lambret; Senologie,France,Lille,,59020,Completed
053,Centre Leon Berard; Departement Oncologie Medicale,France,Lyon,,69373,Completed
054,Centre D'Oncologie de Gentilly; Oncology,France,Nancy,,54100,Completed
055,Hopital Caremeau; Hematologie Oncologie,France,Nîmes,,30029,Completed
056,Hopital Tenon,France,Paris,,75020,Completed
057,Institut Curie; Oncologie Medicale,France,Paris,,75231,Completed
058,"Hopital Saint Louis, Service D Oncologie Medicale",France,Paris,,75475,Completed
059,Ch Pitie Salpetriere; Oncologie Medicale,France,Paris,,75651,Completed
060,Centre Eugene Marquis; Service d'oncologie,France,Rennes,,35042,Completed
061,Centre Paul Strauss; Oncologie Medicale,France,Strasbourg,,67065,Completed
062,Institut Claudius Regaud; Departement Oncologie Medicale,France,Toulouse,,31059,Completed
063,Institut Gustave Roussy; Sitep,France,Villejuif,,94805,Completed
064,Ambulantes Tumorzentrum Spandau; Dres. Benno Mohr und Uwe Peters,Germany,Berlin,,13581,Completed
065,Onkologische Schwerpunktpraxis Bielefeld,Germany,Bielefeld,,33604,Completed
066,St. Elisabeth Krankenhaus Köln GmbH; Gynäkologie und Geburtshilfe,Germany,Cologne,,50935,Completed
067,Klinikum Essen-Mitte Ev. Huyssens-Stiftung / Knappschafts GmbH; Klinik für Senologie / Brustzentrum,Germany,Essen,,45136,Completed
068,"HOPA im Struensee-Haus, Dres. Erik Engel, Wiebke Hollburg",Germany,Hamburg,,22767,Completed
069,Nationales Centrum für Tumorerkrankungen (NCT) ; Gyn. Onk. Frauenklinik; Uniklinikum Heidelberg,Germany,Heidelberg,,69120,Completed
070,Universitätsmedizin Mainz; Klinik u. Poliklinik f. Geburtshilfe u. Frauenheilkunde,Germany,Mainz,,55131,Completed
071,OnkoNet Marburg GmbH,Germany,Marburg,,35037,Completed
072,"Klinik & Poliklinik für Frauenheilkunde und Geburtshilfe, Campus Innenstadt",Germany,München,,80336,Completed
073,Gemeinschaftspraxis für Hämatologie und Onkologie,Germany,Münster,,48153,Completed
074,Klinikum Ernst von Bergmann; Frauenklinik,Germany,Potsdam,,14467,Completed
075,"Dres. Helmut Forstbauer, Carsten Ziske und Kollegen; Onkologische Schwerpunktpraxis",Germany,Troisdorf,,53840,Completed
076,Universitätsklinik Tübingen; Frauenklinik,Germany,Tübingen,,72076,Completed
077,Anticancer Hospital Ag. Savas ; 2Nd Dept. of Oncology - Internal Medicine,Greece,Athens,,115 22,Completed
078,ARETAIEION UNIVERSITY HOSPITAL; oncology unit,Greece,Athens,,115 28,Completed
079,Agioi Anargyroi Cancer Hospital; 2Nd Oncology Dept.,Greece,Kifissia,,145 64,Completed
080,Papageorgiou General Hospital; Medical Oncology,Greece,Thessaloniki,,564 29,Completed
081,Yashoda Hospital,India,Hyderabad,Andhra Pradesh,500082,Completed
082,Manipal Hospital; Department of Oncology,India,Bangalore,Karnataka,560017,Completed
083,Tata Memorial Hospital; Dept of Medical Oncology,India,Mumbai,Maharashtra,400012,Completed
084,Jehangir Hospital,India,Pune,Maharashtra,411001,Completed
085,Dr. B L Kapur Memorial Hospital; BLK Cancer Centre,India,New Delhi,National Capital Territory of Delhi,110005,Completed
086,Indraprastha Apollo Hospitals,India,New Delhi,National Capital Territory of Delhi,110076,Completed
087,Rajiv Gandhi Cancer Inst.&Research Center; Medical Oncology,India,New Delhi,National Capital Territory of Delhi,110085,Completed
088,Max Super Speciality Hospital; Medical Oncology,India,North WEST Delhi,National Capital Territory of Delhi,110088,Completed
089,Apollo Speciality Hospital,India,Chennai,Tamil Nadu,600035,Completed
090,Apollo Gleneagles Hospitals,India,Kolkata,West Bengal,700054,Completed
091,TATA Medical Centre; Medical Oncology,India,Kolkata,West Bengal,700156,Completed
092,MAX Balaji Hospital,India,Delhi,,1100092,Completed
093,Hadassah Ein Karem Hospital; Oncology Dept,Israel,Jerusalem,,9112000,Completed
094,Rabin MC; Davidof Center - Oncology Institute,Israel,Petah Tikva,,4941492,Completed
095,Sheba Medical Center,Israel,Ramat Gan,,5262100,Completed
096,Rambam Health Corporation; Oncology Institute,Israel,Rambam,,3525408,Completed
097,Kaplan Medical Center,Israel,Rehovot,,7610001,Completed
098,Tel Aviv Sourasky Medical Ctr; Oncology,Israel,Tel Aviv,,6423906,Completed
099,Assaf Harofeh; Oncology,Israel,Ẕerifin,,6093000,Completed
100,Fondazione Università G. D'Annunzio; Clinical Research Center (CRC); Centro Studi (CESI),Italy,Chieti,Abruzzo,66103,Completed
101,Presidio Ospedaliero S. Giovanni Di Dio; U.O. Di Oncologia,Italy,Frattamaggiore,Campania,80027,Completed
102,Azienda Ospedaliera Universitaria Federico II,Italy,Napoli,Campania,80131,Completed
103,Istituto Nazionale Tumori Fondazione G. Pascale,Italy,Napoli,Campania,80131,Completed
104,Azienda Ospedaliero - Universitaria di Modena Policlinico,Italy,Modena,Emilia-Romagna,41110,Completed
105,Universita Campus Bio-Medico di Roma (UCBM),Italy,Rome,Lazio,00128,Completed
106,IRCCS Istituto Regina Elena (IFO); Oncologia Medica B,Italy,Rome,Lazio,00144,Completed
107,Azienda Policlinico Umberto I,Italy,Rome,Lazio,00161,Completed
108,A.O. Universitaria S. Martino Di Genova,Italy,Genoa,Liguria,16132,Completed
109,Azienda Socio Sanitaria Territoriale Papa Giovanni XXIII (Presidio Papa Giovanni XXIII),Italy,Bergamo,Lombardy,24127,Completed
110,Asst Degli Spedali Civili Di Brescia,Italy,Brescia,Lombardy,25123,Completed
111,Hospital San Raffaele,Italy,Milan,Lombardy,20132,Completed
112,Fondazione IRCCS Istituto Nazionale dei Tumori,Italy,Milan,Lombardy,20133,Completed
113,IEO Istituto Europeo di Oncologia;Divisione Oncologia Medica,Italy,Milan,Lombardy,20141,Completed
114,IRCCS Istituto Clinico Humanitas; Oncologia,Italy,Rozzano (MI),Lombardy,20089,Completed
115,Fondazione Del Piemonte Per L'oncologia IRCC Di Candiolo,Italy,Candiolo,Piedmont,10060,Completed
116,Ospedale S. Vincenzo; Oncologia Medica,Italy,Taormina,Sicily,98030,Completed
117,Azienda Ospedaliero-Universitaria Careggi; SOD Radioterapia,Italy,Florence,Tuscany,50134,Completed
118,Ospedale Civile; Unita Operativa Di Oncologia Medica,Italy,Livorno,Tuscany,57100,Completed
119,IOV - Istituto Oncologico Veneto - IRCCS; Oncologia Medica II,Italy,Padua,Veneto,35128,Completed
120,Gunma Prefectural Cancer Center,Japan,Gunma,,373-8550,Completed
121,Hiroshima City Hiroshima Citizens Hospital,Japan,Hiroshima,,730-8518,Completed
122,Sagara Hospital,Japan,Kagoshima,,892-0833,Completed
123,Kanagawa Cancer Center,Japan,Kanagawa,,241-8515,Completed
124,Tokai University Hospital,Japan,Kanagawa,,259-1193,Completed
125,Niigata Cancer Center Hospital,Japan,Niigata,,951-8566,Completed
126,Naha-nishi Clinic,Japan,Okinawa,,901-0154,Completed
127,Osaka International Cancer Institute,Japan,Osaka,,541-8567,Completed
128,Saitama Cancer Center,Japan,Saitama,,362-0806,Completed
129,The Cancer Institute Hospital of JFCR,Japan,Tokyo,,135-8550,Completed
130,Centre Hospitalier Universitaire Mohamed VI; Oncologie-Hématologie,Morocco,Marrakesh,,40000,Completed
131,Institut National D'oncologie Sidi Mohammed Ben Abdellah; Anatomopathologie,Morocco,Rabat,,10000,Completed
132,Prof. Dr. I. Chiricuta Institute of Oncology,Romania,Cluj-Napoca,,400015,Completed
133,Centrul de Oncologie Sfantul Nectarie,Romania,Craiova,,200347,Completed
134,Russian Oncology Research Center n.a. N.N. Blokhin,Russia,Moscow,Moscow Oblast,115478,Completed
135,Petrov Research Inst. of Oncology,Russia,Saint Petersburg,,197758,Completed
136,King Fahad Specialist Hospital; Oncology,Saudi Arabia,Dammam,,31444,Completed
137,International Medical Center (IMC),Saudi Arabia,Jeddah,,21451,Completed
138,King Fahad Medical City; Gastroentrology,Saudi Arabia,Riyadh,,11525,Completed
139,Narodny Onkologicky Ustav; Oddelenie klinickej onkologie A,Slovakia,Bratislava,,833 10,Completed
140,POKO Poprad; Department of Oncology,Slovakia,Poprad,,058 01,Completed
141,Wilgers Oncology Centre,South Africa,Pretoria,,0001,Completed
142,Private Oncology Centre,South Africa,Pretoria,,0081,Completed
143,Sandton Oncology Medical Group,South Africa,Sandton,,2196,Completed
144,Complejo Hospitalario Universitario A Coruña (CHUAC); Servicio de Oncologia,Spain,A Coruña,LA Coruña,15006,Completed
145,Hospital Clínic i Provincial; Servicio de Hematología y Oncología,Spain,Barcelona,,08036,Completed
146,Hospital Universitario de Fuenlabrada; Servicio de Oncologia,Spain,Madrid,,28943,Completed
147,Hospital Universitario Virgen Macarena; Servicio de Oncologia,Spain,Seville,,41009,Completed
148,Hospital Universitario Virgen del Rocio; Servicio de Oncologia,Spain,Seville,,41013,Completed
149,Adana Baskent University Medical Faculty; Oncology,Turkey (Türkiye),Adana,,01220,Completed
150,Ankara Bilkent City Hospital,Turkey (Türkiye),Ankara,,06490,Completed
151,Uludag University Medical Faculty; Internal Medicine,Turkey (Türkiye),Bursa,,16059,Completed
152,Dicle Uni Medical Faculty; Internal Medicine,Turkey (Türkiye),Diyarbakır,,10000,Completed
153,"Trakya Universitesi Tip Fakultesi, Medikal Onkoloji Bilim Dali, Balkan Yerleskesi",Turkey (Türkiye),Edirne,,22030,Completed
154,Izmir Ataturk Training and Research Hospital,Turkey (Türkiye),Izmir,,35965,Completed
155,Kocaeli University Faculty of Medicine; Medical oncology,Turkey (Türkiye),İzmit,,31380,Completed
156,Goztepe Prof.Dr. Suleyman Yalcin City Hospital; Clinical Oncology,Turkey (Türkiye),Kadiköy,,34722,Completed
157,"Guys and St Thomas NHS Foundation Trust, Guys Hospital",United Kingdom,London,,SE1 9RT,Completed
158,Christie Hospital,United Kingdom,Manchester,,M20 3BG,Completed
159,Mount Vernon Cancer Centre,United Kingdom,Northwood,,HA6 2RN,Completed
160,K hospital,Vietnam,Hanoi,,100000,Completed
161,Hochiminh city oncology hospital,Vietnam,Hochiminh City,,700000,Completed
