Site Number,Site Name,Country,City,State,Zip,Status
065,"Pinnacle Clinical Research, PLLC",United States,Austin,Texas,78746,Completed
066,Austin Center for Clinical Research,United States,Austin,Texas,78758,Completed
067,The Liver Institute at Methodist Dallas Medical Center,United States,Dallas,Texas,75203,Completed
068,University of Texas Southwestern Medical Center Internal Medicine Digestive and Liver Diseases Clinical Trials,United States,Dallas,Texas,75390,Completed
069,Baylor College of Medicine - Advanced Liver Therapies,United States,Houston,Texas,77030,Completed
070,Houston Methodist Hospital,United States,Houston,Texas,77030,Completed
071,Pinnacle Clinical Research,United States,Live Oak,Texas,78233,Completed
072,American Research Corporation at Texas Liver Institute,United States,San Antonio,Texas,78215,Completed
073,Intermountain Liver Disease and Transplant Center,United States,Murray,Utah,84107,Completed
074,University of Utah Hospital,United States,Salt Lake City,Utah,84132,Completed
075,University of Virginia Medical Center,United States,Charlottesville,Virginia,22908,Completed
076,California Pacific Medical Center - Sutter Pacific Medical Foundation San Francisco Center for Liver Disease Dept. of Transplant,United States,Falls Church,Virginia,22042,Completed
077,Digestive and Liver Disease Specialists,United States,Norfolk,Virginia,23502,Completed
078,"Bon Secours Richmond Community Hospital, Inc. d/b/a Bon Secours Liver Institute of Richmond",United States,Richmond,Virginia,23226,Completed
079,McGuire DVAMC,United States,Richmond,Virginia,23249,Completed
080,Virginia Mason Medical Center,United States,Seattle,Washington,98101,Completed
081,Swedish Organ Transplant and Liver Center,United States,Seattle,Washington,98104,Completed
082,Royal Brisbane & Women's Hospital,Australia,Herston,Queensland,4029,Completed
083,Royal Adelaide Hospital,Australia,Adelaide,South Australia,5000,Completed
084,"Monash Health, Monash Medical Centre",Australia,Clayton,Victoria,3168,Completed
085,St Vincent's Hospital Melbourne,Australia,Fitzroy,Victoria,3065,Completed
086,"Melbourne Health, Royal Melbourne Hospital",Australia,Parkville,Victoria,3050,Completed
087,Sir Charles Gairdner Hospital,Australia,Nedlands,Western Australia,6009,Completed
088,Royal Perth Hospital,Australia,Perth,Western Australia,6000,Completed
089,Royal Prince Alfred Hospital,Australia,Camperdown,,2050,Completed
090,St Vincent's Hospital Sydney,Australia,Darlinghurst,,2010,Completed
091,Austin Health,Australia,Heidelberg,,3084,Completed
092,"The Alfred Hospital, Alfred Health",Australia,Melbourne,,3004,Completed
093,Westmead Hospital,Australia,Westmead,,2145,Completed
094,William Osler Health System-Brampton Civic Hospital,Canada,Brampton,,L6R 3J7,Completed
095,University of Calgary Liver Unit (Heritage Medical Research Clinic),Canada,Calgary,,T2N 4Z6,Completed
096,Chronic Viral Illness Service McGill University Health Centre (MUHC)/ Royal Victoria Hospital,Canada,Montreal,,H4A 3J1,Completed
097,Toronto General Hospital,Canada,Toronto,,M5G 2C4,Completed
098,Toronto Liver Centre,Canada,Toronto,,M6H 3M1,Completed
099,Prince of Wales Hospital,Hong Kong,Shatin,,,Completed
100,Auckland City Hospital,New Zealand,Auckland,,1023,Completed
101,Fundacion de Investigacion de Diego,Puerto Rico,San Juan,,00927,Completed
