Site Number,Site Name,Country,City,State,Zip,Status
124,Centro Cardiovascular Salta,Argentina,Salta,,A4406BFP,Completed
125,Corporacion Medica de Gral. San Martin S.A.,Argentina,San Martín,,B1650CSQ,Completed
126,Investigaciones Clinicas Tucuman,Argentina,San Miguel de Tucumán,,T4000ICL,Completed
127,Instituto de Cardiología,Argentina,San Miguel de Tucumán,,T4000JCU,Completed
128,CCBR Tucuman,Argentina,San Miguel de Tucumán,,T4000,Completed
129,Centro Medico Luquez,Argentina,San Vicente,,X5006CBI,Completed
130,Centro de Investigaciones Clínicas del Litoral,Argentina,Santa Fe,,S3000FWO,Completed
131,"Hospital ""Dr. José Maria Cullen """,Argentina,Santa Fé,,S3000EOZ,Completed
132,CEMEDIC - Centro de Especialidades Medicas,Argentina,Villa Luro,,C1440CFD,Completed
133,John Hunter Hospital,Australia,New Lambton Heights,New South Wales,2305,Completed
134,CORE Research Group,Australia,Milton,Queensland,4064,Completed
135,Mater Hospital Brisbane,Australia,South Brisbane,Queensland,4101,Completed
136,SA-Heart Ashford Specialist Centre,Australia,Ashford,South Australia,5035,Completed
137,Heart and Vascular Research,Australia,Fullarton,South Australia,5063,Completed
138,The Northern Hospital,Australia,Epping,Victoria,3076,Completed
139,St Vincent's Hospital Melbourne,Australia,Fitzroy,Victoria,3065,Completed
140,University Hospital Geelong,Australia,Geelong,Victoria,3220,Completed
141,Royal Melbourne Hospital,Australia,Parkville,Victoria,3050,Completed
142,AZ Sint-Jan Brugge,Belgium,Bruges,,3000,Completed
143,C.H.U. de Charleroi,Belgium,Charleroi,,6000,Completed
144,AZ Sint-Blasius,Belgium,Dendermonde,,9200,Completed
145,Ziekenhuis Oost-Limburg - Campus Sint-Jan,Belgium,Genk,,3600,Completed
146,AZ Sint-Lucas - Campus Sint Lucas,Belgium,Ghent,,9000,Completed
147,Grand Hôpital de Charleroi,Belgium,Gilly,,6060,Completed
148,Jessa Ziekenhuis - Campus Virga Jesse,Belgium,Hasselt,,3500,Completed
149,La Louvière - UNIV CHU Tivoli,Belgium,La Louvière,,7100,Completed
150,UZ Leuven,Belgium,Leuven,,3000,Completed
151,AZ Sint-Maarten,Belgium,Mechelen,,2800,Completed
152,Hospital Felicio Rocho,Brazil,Belo Horizonte,,30110-060,Completed
153,Hospital Vera Cruz,Brazil,Belo Horizonte,,30140-062,Completed
154,Cardresearch Cardiologia Assistencial e de Pesquisas Ltda,Brazil,Belo Horizonte,,30150-240,Completed
155,CCBR - Brasília,Brazil,Brasília,,70200-730,Completed
156,ICDF - Instituto de Cardiologia do Distrito Federal,Brazil,Brasília,,70673-900,Completed
157,CECAP - Centro de Cardiologia Clínica,Brazil,Brasília,,70710-100,Completed
158,Hospital Angelina Caron,Brazil,Campina Grande do Sul,,83430-000,Completed
159,Centro Especializado em Cardiol Loema Instituto de Pesq Clin,Brazil,Campinas,,13010-001,Completed
160,IPECC - Instituto de Pesquisa Clínica de Campinas,Brazil,Campinas,,13060-080,Completed
161,"CAEP - Centro Avançado de Estudos e Pesquisas Ltda.,Campinas",Brazil,Campinas,,13087-567,Completed
162,Hospital Universitário,Brazil,Canoas,,92425-900,Completed
163,IPCEM - Instituto de Pesquisa Clínica para Estudos Multicêntricos - Universidade de Caxias do Sul,Brazil,Caxias do Sul,,95070-560,Completed
164,Irmandade da Santa Casa de Misericórdia de Curitiba,Brazil,Curitiba,,80230-130,Completed
165,Hospital de Messejana Dr. Carlos Alberto Studart Gomes,Brazil,Fortaleza,,60846-190,Completed
166,Barroso e Sebba Ltda,Brazil,Goiânia,,74223-130,Completed
167,HC-UFG - Hospital das Clínicas da Universidade Federal de Goiás,Brazil,Goiânia,,74605-020,Completed
168,ICM - Instituto do Coracao de Marilia,Brazil,Marília,,17515-000,Completed
169,Hospital São Vicente de Paulo,Brazil,Passo Fundo,,99010-080,Completed
170,Santa Casa de Misericórdia de Porto Alegre,Brazil,Porto Alegre,,90035-074,Completed
171,Centro de Pesquisas em Diabetes,Brazil,Porto Alegre,,90035-170,Completed
172,Hospital de Clínicas de Porto Alegre,Brazil,Porto Alegre,,90035-903,Completed
173,Instituto de Cardiologia Rio Grande do Sul,Brazil,Porto Alegre,,90620-001,Completed
174,Hospital Agamenon Magalhaes,Brazil,Recife,,52051-380,Completed
175,H.C.da Fac. de Medicina de Ribeirao Preto,Brazil,Ribeirão Preto,,14048-900,Completed
176,CCBR - Rio de Janeiro - BR,Brazil,Rio de Janeiro,,22271-100,Completed
177,Hospital Universitário Pedro Ernesto UERJ,Brazil,Rio de Janeiro - RJ,,CEP 20551,Completed
178,Pesquisare,Brazil,Santo André,,09080-110,Completed
179,Praxis Pesquisa Médica,Brazil,Santo André,,09090-790,Completed
180,CEMEC - Centro Multidisciplinar de Estudos Clínicos,Brazil,São Bernardo do Campo,,09780-000,Completed
181,"Fundacao Faculdade Regional de Medicina, Sao Jose",Brazil,São José do Rio Preto,,15090-000,Completed
182,Centro de Pesquisa Clinica - CPCLIN,Brazil,São Paulo,,01244-030,Completed
183,FGM - Clínica Paulista de Doenças Cardiovasculares,Brazil,São Paulo,,01323-000,Completed
184,CDEC BRASIL - Centro de Desenvolvimento em Estudos Clínicos Brasil,Brazil,São Paulo,,04020-060,Completed
185,Dr. Consulta,Brazil,São Paulo,,04208-002,Completed
186,CEPIC - Centro Paulista de Investigacao Clinica,Brazil,São Paulo,,04266-010,Completed
187,INCOR e Hospital das Clínicas da Universidade de São Paulo,Brazil,São Paulo,,05403-000,Completed
188,"CEDOES - Diagnóstico e Pesquisa,Vitória",Brazil,Vitória,,29055-450,Completed
189,Santa Casa de Votuporanga,Brazil,Votuporanga,,15500-003,Completed
190,Royal Alexandra Hospital,Canada,Edmonton,Alberta,T5H 3V9,Completed
191,Vancouver General Hospital,Canada,Vancouver,British Columbia,V5Z 1M9,Completed
192,St. Paul's Hospital,Canada,Vancouver,British Columbia,V6Z 1Y6,Completed
193,Victoria Heart Institute Foundation,Canada,Victoria,British Columbia,V8R 4R2,Completed
194,St. Boniface General Hospital,Canada,Winnipeg,Manitoba,R2H 2A6,Completed
195,G.A. Research Associates Ltd,Canada,Moncton,New Brunswick,E1G 1A7,Completed
196,QEII Health Sciences Centre,Canada,Halifax,Nova Scotia,B3H 2Y9,Completed
197,Brampton Cardio Pulmonary Clinic,Canada,Brampton,Ontario,L6W 2X7,Completed
198,JBN Medical Diagnostic Services Inc.,Canada,Burlington,Ontario,L7M 4Y1,Completed
199,Cambridge Cardiac Care Inc.,Canada,Cambridge,Ontario,N1R 6V6,Completed
200,Health Sciences North,Canada,Greater Sudbury,Ontario,P3E 5J1,Completed
201,Curnew Medicine Professional Corporation,Canada,Hamilton,Ontario,L8L 0A9,Completed
202,Hamilton General Hospital,Canada,Hamilton,Ontario,L8L 2X2,Completed
203,Southlake Regional Health Centre,Canada,Newmarket,Ontario,L3Y 2P6,Completed
204,M Heffernan Medicine Professional Corp.,Canada,Oakville,Ontario,L6K 3W7,Completed
205,Kawartha Cardiology Clinical Trials,Canada,Peterborough,Ontario,K9J 0B2,Completed
206,Heart Health Institute,Canada,Scarborough Village,Ontario,M1B 4Z8,Completed
207,Scarborough Cardiology Research,Canada,Scarborough Village,Ontario,M1E 5E9,Completed
208,Canadian Phase Onward Inc.,Canada,Toronto,Ontario,M3J 2C5,Completed
209,North York Diagnostic and Cardiac Centre,Canada,Toronto,Ontario,M6B 1N6,Completed
210,Diabetes Heart Research Centre,Canada,Toronto,Ontario,M6G 1M2,Completed
211,Mohan Babapulle Medicine Professional Medicine,Canada,Waterloo,Ontario,N2T 0C1,Completed
212,Dr. Louis C.H. Yao,Canada,York,Ontario,M9N 1W4,Completed
213,ViaCar Recherche Clinique Inc,Canada,Greenfield Park,Quebec,J4V 2G8,Completed
214,Centre de Dépistage et Recherche Cardiovasculaire Rive-Sud,Canada,Longeuil,Quebec,J4M 2X1,Completed
215,Clinique Santé Cardio MC,Canada,Montreal,Quebec,H1T 3Y7,Completed
216,Montreal General Hospital - McGill University Health Centre,Canada,Montreal,Quebec,H3G 1A4,Completed
217,McGill University Health Centre (MUHC),Canada,Montreal,Quebec,H4A 3J1,Completed
218,Centre de sante et de services sociaux de Beauce,Canada,Saint George-de-Beauce,Quebec,G5Y 4T8,Completed
219,IUCPQ (Laval University),Canada,Québec,,G1V 4G5,Completed
220,Cardiovascular Institute and Fu Wai Hospital,China,Beijing,,100037,Completed
221,Beijing Friendship Hospital,China,Beijing,,100050,Completed
222,First Hospital of Jilin University,China,Changchun,,130021,Completed
223,Hunan Provincial People's Hospital,China,Changsha,,410005,Completed
224,2nd Xiangya Hospital of Central South University,China,Changsha,,410011,Completed
225,The Third Hospital of Changsha,China,Changsha,,410015,Completed
226,Dongguan People's Hospital,China,Dongguan,,523059,Completed
227,The First Affiliated Hospital of Fujian Medical University,China,Fuzhou,,350005,Completed
228,"The First Afiliated Hospital, Sun Yet-sen University",China,Guangzhou,,510080,Completed
229,Guangzhou First Municipal People's Hospital,China,Guangzhou,,510180,Completed
230,Haikou People's Hospital,China,Haikou,,570208,Completed
231,HaiNan Provincial People's Hospital,China,Haikou,,570311,Completed
232,The First Affiliated Hospital of Lanzhou University,China,Lanzhou,,730000,Completed
233,The Second Affiliated Hospital of Lanzhou Medical University,China,Lanzhou,,730030,Completed
234,The Affiliated Hospital of Southwest Medical University,China,Luzhou,,646099,Completed
235,Nanchang University Affiliated 3rd Hospital,China,Nanchang,,330008,Completed
236,First Hospital Affiliated with Nanjing Medical University,China,Nanjing,,210029,Completed
237,"Huashan Hospital, Fudan University",China,Shanghai,,200040,Completed
238,General Hospital of Shenyang Military Region,China,Shenyang,,110015,Completed
239,Shengjing Hospital of China Medical University,China,Shenyang,,110072,Completed
240,Tianjin Union Medical Center Nankai University Affiliated Hospital,China,Tianjin,,300121,Completed
241,"Tongji Hospital, Tongji University",China,Wuhan,,430030,Completed
242,Renmin Hospital of Wuhan University,China,Wuhan,,430060,Completed
243,First Affiliated Hospital of Xi'an JiaoTong University,China,Xi'an,,710061,Completed
244,Yanbian University Hospital,China,Yanji,,133000,Completed
245,the first people hospital of Yue Yang,China,Yueyang,,414000,Completed
246,Affiliated Hospital of Jiangsu University,China,Zhenjiang,,212013,Completed
247,Poliklinika Humanitas,Czechia,Bílovec,,74301,Completed
248,Medicus Services Ltd.,Czechia,Brandys Nad,,250 01,Completed
249,"Internal and Cardiology Practice, MUDr. Karel Kamenik, Brno",Czechia,Brno,,603 00,Completed
250,MUDr. Alexandra Ludkova,Czechia,Brno,,615 00,Completed
251,Vojenska nemocnice Brno,Czechia,Brno,,63600,Completed
252,Nemocnice Milosrdnych bratri,Czechia,Brno,,63900,Completed
253,Edumed s.r.o,Czechia,Broumov,,55001,Completed
254,"MUDr. Jan Hubac, s.r.o. Kardiologicka ambulance",Czechia,Chrudim,,53702,Completed
255,"Nemocnice ve Frydku-Mistku, prispevkova organizace",Czechia,Frýdek-Místek,,73818,Completed
256,MUDr. Ladislav Busak,Czechia,Louny,,440 01,Completed
257,Zdenek Vomacka,Czechia,Olomouc,,779 00,Completed
258,PV-Kardiologie s.r.o.,Czechia,Pardubice,,53002,Completed
259,"General Faculty Hospital, Prague",Czechia,Prague,,128 08,Completed
260,University Hospital Motol,Czechia,Prague,,15006,Completed
261,Thomayer Hospital,Czechia,Praha 4 - Krc,,140 59,Completed
262,Kardio Vaclavik s.r.o.,Czechia,Přerov,,75000,Completed
263,"Clinic of Cardiology, Pribram",Czechia,Příbram,,261 01,Completed
264,"Hospital Trebic, p.o.",Czechia,Třebíč,,67401,Completed
265,"Masaryk Hospital, Usti nad Labem",Czechia,Ústí nad Labem,,40113,Completed
266,Angiocor s.r.o,Czechia,Zlín,,76001,Completed
267,KIGE s.r.o,Czechia,Znojmo,,66902,Completed
268,HOP de Bayonne,France,Bayonne,,64100,Completed
269,HOP Jean Minjoz,France,Besançon,,25030,Completed
270,HOP Louis Pradel,France,Bron,,69500,Completed
271,HOP Côte de Nacre,France,Caen,,14033,Completed
272,HOP Arnaud de Villeneuve,France,Montpellier,,34295,Completed
273,HOP La Pitié Salpêtrière,France,Paris,,75651,Completed
274,Centre Hospitalier de Pau,France,Pau,,64046,Completed
275,HOP Haut-Lévêque,France,Pessac,,33600,Completed
276,HOP Rangueil,France,Toulouse,,31059,Completed
277,INS Louis Mathieu,France,Vandœuvre-lès-Nancy,,54511,Completed
278,"Universitätsklinikum Aachen, AöR",Germany,Aachen,,52074,Completed
279,"Praxis Dr. Rieker, Berlin",Germany,Berlin,,10789,Completed
280,Charité - Universitätsmedizin Berlin,Germany,Berlin,,12200,Completed
281,Vivantes Netzwerk für Gesundheit GmbH,Germany,Berlin,,12351,Completed
282,Charité - Universitätsmedizin Berlin,Germany,Berlin,,13353,Completed
283,Klinikum Bielefeld gGmbH,Germany,Bielefeld,,33604,Completed
284,Praxis Dr. Menzel,Germany,Dessau,,06846,Completed
285,St. Johannes Hospital Dortmund,Germany,Dortmund,,44137,Completed
286,Städtisches Klinikum Dresden,Germany,Dresden,,01067,Completed
287,GWT-TUD GmbH,Germany,Dresden,,01307,Completed
288,Helios Klinikum Erfurt,Germany,Erfurt,,99089,Completed
289,Studienzentrum Bocholderstraße,Germany,Essen,,45355,Completed
290,"ClinPhenomics GmbH & Co KG, Frankfurt",Germany,Frankfurt,,60594,Completed
291,"Universitätsmedizin Göttingen, Georg-August-Universität",Germany,Göttingen,,37075,Completed
292,Asklepios Klinik St. Georg,Germany,Hamburg,,20099,Completed
293,Medizinische Hochschule Hannover,Germany,Hanover,,30625,Completed
294,Universitätsklinikum Heidelberg,Germany,Heidelberg,,69120,Completed
295,Universitätsklinikum des Saarlandes,Germany,Homburg,,66421,Completed
296,Universitätsklinikum Jena,Germany,Jena,,07740,Completed
297,"Universitätsklinikum Schleswig-Holstein, Campus Kiel",Germany,Kiel,,24105,Completed
298,Asklepios Klinik Langen-Seligenstadt GmbH,Germany,Langen,,63225,Completed
299,"Märkische Gesundheitsholding GmbH & Co. KG, Klinikum Lüdenscheid",Germany,Lüdenscheid,,58515,Completed
300,"Praxis Dr. Sarnighausen, Lüneburg",Germany,Lüneburg,,21339,Completed
301,"Katholisches Klinikum St. Hildegardiskrankenhaus, Mainz",Germany,Mainz,,55131,Completed
302,Deutsches Herzzentrum München,Germany,München,,80636,Completed
303,Kardiologische Gemeinschaftspraxis Nienburg,Germany,Nienburg,,31582,Completed
304,Kardiologische Praxis Papenburg,Germany,Papenburg,,26871,Completed
305,Universitätsklinikum Regensburg,Germany,Regensburg,,93053,Completed
306,"Praxis Dr. Stenzel, Riesa",Germany,Riesa,,01587,Completed
307,Zentrum für Klinische Forschung,Germany,Wangen,,88239,Completed
308,Josephs-Hospital Warendorf,Germany,Warendorf,,48231,Completed
309,Petrus-Krankenhaus,Germany,Wuppertal,,42283,Completed
310,Lausmed Kft. Outpatient Unit of Internal Medicine,Hungary,Baja,,6500,Completed
311,Belgyogyaszati es Kardiologiai Maganrendelo,Hungary,Békéscsaba,,5600,Completed
312,Clinexpert Kft.,Hungary,Budapest,,1033,Completed
313,"Gottsegen Gyorgy Hungarian Instit.of Cardiology,Budapest",Hungary,Budapest,,1096,Completed
314,Bajcsy-Zsilinszky Hospital and Clinic,Hungary,Budapest,,1106,Completed
315,Semmelweis University,Hungary,Budapest,,1122,Completed
316,Milit.Hosp.-State Health Cent.,Hungary,Budapest,,1134,Completed
317,"Uzsoki Street Hospital, Budapest",Hungary,Budapest,,1145,Completed
318,Nehezlegzes Ambulancia,Hungary,Debrecen,,4027,Completed
319,"Bugat Pal Hospital, Gyongyos",Hungary,Gyöngyös,,3200,Completed
320,Selye Janos Hospital Komarom,Hungary,Komárom,,2900,Completed
321,Dorottya Kanizsai Hospital,Hungary,Nagykanizsa,,8800,Completed
322,Dr. Nagy Laszlo Kardiologiai Maganrendeles,Hungary,Orosháza,,5900,Completed
323,Pecsi Tudomanyegyetem,Hungary,Pécs,,7623,Completed
324,Da Vinci Maganklinika,Hungary,Pécs,,7635,Completed
325,Fejer County Saint George University Teaching Hospital,Hungary,Székesfehérvár,,8000,Completed
326,Veszpremi Sziv es Egeszseg Centrum,Hungary,Veszprém,,8200,Completed
327,Doctor Jivraj Mehta Smarak Health Foundation,India,Ahmedabad,,380007,Completed
328,Kamalnayan Bajaj Hospital,India,Aurangabad,,431 005,Completed
329,Narayana Institute of Cardiac Sciences,India,Bangalore,,560099,Completed
330,Rajarajeswari Medical College,India,Bengaluru,,560074,Completed
331,"Madras Medical Mission,",India,Chennai,,600 037,Completed
332,Apollo Speciality Hospital,India,Chennai,,600035,Completed
333,Medanta-The Medicity,India,Gurgaon,,122001,Completed
334,B.M. Birla Heart research Centre,India,Kolkata,,700027,Completed
335,Vijan Cardiac and Critical Care Centre,India,Nashik,,422005,Completed
336,Siddhi Hospital,India,Nashik,,422007,Completed
337,Batra Hospital and Medical Research Centre,India,New Delhi,,110 062,Completed
338,GB Pant Hospital,India,New Delhi,,110002,Completed
339,Fortis Escorts Heart Institute,India,New Delhi,,110025,Completed
340,Sir Gangaram Hospital,India,New Delhi,,110060,Completed
341,Azienda Ospedaliera G. Rummo,Italy,Benevento,,82100,Completed
342,ASST Papa Giovanni XXIII - A.O. Papa Giovanni XXIII,Italy,Bergamo,,24127,Completed
343,Azienda Ospedaliera Universitaria Arcispedale Sant'Anna,Italy,Cona (FE),,44124,Completed
344,Ospedale della Val di Chiana Santa Margherita,Italy,Cortona (AR),,52040,Completed
345,Centro Cardiologico Monzino-IRCCS,Italy,Milan,,20138,Completed
346,"Azienda Ospedaliera Universitaria ""Federico II""",Italy,Napoli,,80131,Completed
347,Azienda Ospedaliera Universitaria Pisana,Italy,Pisa,,56126,Completed
348,Umberto I Pol. di Roma-Università di Roma La Sapienza,Italy,Roma,,00161,Completed
349,Azienda Ospedaliera Sant'Andrea-Università di Roma La Sapienza,Italy,Roma,,00189,Completed
350,Azienda Servizi Sanitari 1 Triestina,Italy,Trieste,,34128,Completed
351,Kasugai Municipal Hospital,Japan,"Aichi, Kasugai",,486-8510,Completed
352,Nagoya Kyoritsu Hospital,Japan,"Aichi, Nagoya",,454-0933,Completed
353,Japanese Red Cross Nagoya Daini Hospital,Japan,"Aichi, Nagoya",,466-8650,Completed
354,Toyota Memorial Hospital,Japan,"Aichi, Toyota",,471-8513,Completed
355,Chiba Heart Clinic,Japan,"Chiba, Chiba",,263-0043,Completed
356,Kimitsu Chuo Hospital,Japan,"Chiba, Kisarazu",,292-8535,Completed
357,Seikeikai New Tokyo Heart Clinic,Japan,"Chiba, Matsudo",,271-0077,Completed
