Site Number,Site Name,Country,City,State,Zip,Status
098,Nagoya University Hospital,Japan,Aichi,,466-8560,Completed
099,Nagoya City University Hospital,Japan,Aichi,,467-8602,Completed
100,Aichi Medical University Hospital,Japan,Aichi,,480-1195,Completed
101,Toho University Sakura Medical Center,Japan,Chiba,,285-8741,Completed
102,Hayashi Eye Hospital,Japan,Fukuoka,,812-0011,Completed
103,Southern TOHOKU Eye Clinic,Japan,Fukushima,,963-8052,Completed
104,Asahikawa Medical University Hospital,Japan,Hokkaido,,078-8510,Completed
105,Hyogo Prefectural Amagasaki General Medical Center (Hyogo AGMC),Japan,Hyōgo,,660-8550,Completed
106,Hyogo Medical University Hospital,Japan,Hyōgo,,663-8501,Completed
107,Kozawa eye hospital and diabetes center,Japan,Ibaraki,,310-0845,Completed
108,Kyoto University Hospital,Japan,Kyoto,,606-8507,Completed
109,Tokushima University Hospital,Japan,Tokushima,,770-8503,Completed
110,Nihon University Hospital,Japan,Tokyo,,101-8309,Completed
111,Tokyo Medical University Hachioji Medical Center,Japan,Tokyo,,193-0998,Completed
112,Specjalistyczny O?rodek Okulistyczny Oculomedica,Poland,Bydgoszcz,,85-870,Completed
113,Szpital Specjalistyczny nr 1; Oddzial Okulistyki,Poland,Bytom,,41-902,Completed
114,Dobry Wzrok Sp Z O O,Poland,Gda?sk,,80-402,Completed
115,Poradnia Okulistyczna i Salon Optyczny w Gliwicach- PRYZMAT,Poland,Gliwice,,44-100,Completed
116,Gabinet Okulistyczny Prof Edward Wylegala,Poland,Katowice,,40-594,Completed
117,Centrum Medyczne Dietla 19 Sp. Z O.O.,Poland,Krakow,,31-070,Completed
118,Centrum Medyczne Pulawska SP. z o.o.,Poland,Piaseczno,,05-500,Completed
119,Lens Clinic,Poland,Rybnik,,44-203,Completed
120,Caminomed,Poland,Tarnowskie Góry,,42-600,Completed
121,Centrum Zdrowia MDM,Poland,Warsaw,,00-189,Completed
122,Centro Hospitalar E Universitário de Coimbra EPE - Serviço Oftalmologia; Serviço Oftalmologia,Portugal,Coimbra,,3000-075,Completed
123,Espaco Medico Coimbra,Portugal,Coimbra,,3030-163,Completed
124,Centro Hospitalar Universitário do Porto ? Hospital de Santo António; Servico de Oftalmologia,Portugal,Porto,,4099-001,Completed
125,Clinic Optimed,Russia,Ufa,Bashkortostan Republic,450059,Completed
126,"Clinics of Eye Diseases, LLC",Russia,Kazan',Tatarstan Republic,420066,Completed
127,?Intersec. Research and Technology Complex ?Eye Microsurgery? n a Fyodorov Irkutsk branch,Russia,Irkutsk,,664033,Completed
128,Singapore Eye Research Institute,Singapore,Singapore,,168751,Completed
129,Tan Tock Seng Hospital; Ophthalmology Department,Singapore,Singapore,,308433,Completed
130,Pusan National University Hospital,South Korea,Busan,,602-739,Completed
131,Yeungnam University Medical Center,South Korea,Daegu,,42415,Completed
132,Seoul National University Bundang Hospital,South Korea,Seongnam-si,,463-707,Completed
133,Kyung Hee University Hospital,South Korea,Seoul,,02447,Completed
134,Asan Medical Center,South Korea,Seoul,,05505,Completed
135,Samsung Medical Center,South Korea,Seoul,,06351,Completed
136,Clinica Universitaria de Navarra; Servicio de Oftalmologia,Spain,Pamplona,Navarre,31008,Completed
137,Oftalvist Valencia,Spain,Burjassot,Valencia,46100,Completed
138,Hospital dos de maig; servicio de oftalmologia,Spain,Barcelona,,08025,Completed
139,Clinica Baviera; Servicio Oftalmologia,Spain,Madrid,,28046,Completed
140,Hospital Universitario Rio Hortega; Servicio de Oftalmologia,Spain,Valladolid,,47012,Completed
141,Changhua Christian Hospital; Department of Ophthalmology,Taiwan,Changhua,,500,Completed
142,Taipei Veterans General Hospital; Ophthalmology,Taiwan,Taipei,,11217,Completed
143,Chang Gung Medical Foundation - Linkou; Ophthalmology,Taiwan,Taoyuan District,,333,Completed
144,National Taiwan University Hospital; Ophthalmology,Taiwan,Zhongzheng Dist.,,10002,Completed
145,"Belfast Health and Social Care Trust, ROYAL VICTORIA HOSPITAL",United Kingdom,Belfast,,BT12 6BA,Completed
146,Bristol Eye Hospital;Retinal Treatment and Research Unit,United Kingdom,Bristol,,BS1 2LX,Completed
147,University Hospital of Wales,United Kingdom,Cardiff,,CF14 4XW,Completed
148,Gloucestershire Hospitals NHS Foundation Trust,United Kingdom,Gloucestershire,,GL1 3NN,Completed
149,St James University Hospital,United Kingdom,Leeds,,LS9 7TF,Completed
150,Central Middlesex Hospital,United Kingdom,London,,NW10 7NS,Completed
