Site Number,Site Name,Country,City,State,Zip,Status
035,Brigham & Women's Hospital,United States,Boston,Massachusetts,02115,Completed
036,Beth Israel Deaconess Medical Center (BIDMC),United States,Boston,Massachusetts,02215,Completed
037,Beth Israel Deaconess Medical Center Pharmacy - BIDMC,United States,Boston,Massachusetts,02215,Completed
038,Dana - Farber Cancer Institute,United States,Boston,Massachusetts,02215,Completed
039,Dana-Farber Cancer Institute,United States,Boston,Massachusetts,02215,Completed
040,Baystate Franklin Medical Center,United States,Greenfield,Massachusetts,01301,Completed
041,Mayo Clinic,United States,Rochester,Minnesota,55905,Completed
042,"Barnes-Jewish Hospital, Siteman Cancer Center - St. Peters",United States,City of Saint Peters,Missouri,63376,Completed
043,"Barnes-Jewish Hospital, Siteman Cancer Center - West County",United States,Creve Coeur,Missouri,63141,Completed
044,"Barnes-Jewish Hospital, Siteman Cancer Center",United States,St Louis,Missouri,63110,Completed
045,Washington University Infusion Center Pharmacy,United States,St Louis,Missouri,63110,Completed
046,Washington University School of Medicine,United States,St Louis,Missouri,63110,Completed
047,"Barnes-Jewish Hospital, Siteman Cancer Center - South County",United States,St Louis,Missouri,63129,Completed
048,St. Vincent Healthcare,United States,Billings,Montana,59101,Completed
049,Intermountain Health St. Vincent Regional Hospital - Cancer Centers of Montana,United States,Billings,Montana,59102,Completed
050,Comprehensive Cancer Centers of Nevada,United States,Las Vegas,Nevada,75063,Completed
051,Comprehensive Cancer Centers of Nevada,United States,Las Vegas,Nevada,89148,Completed
052,Comprehensive Cancer Centers of Nevada,United States,Las Vegas,Nevada,89169,Completed
053,"New York Oncology Hematology, P.C.",United States,Albany,New York,12206,Completed
054,"New York Oncology Hematology, PC",United States,Albany,New York,12208,Completed
055,"New York Oncology Hematology, P.C.",United States,Clifton Park,New York,12065,Completed
056,Memorial Sloan Kettering Cancer Center - Investigational Drug Service Pharmacy,United States,Long Island City,New York,11101,Completed
057,Laura & Isaac Perlmutter Cancer Center at NYU Langone,United States,New York,New York,10016,Completed
058,NYU Investigational Pharmacy,United States,New York,New York,10016,Completed
059,NYU Langone Medical Center,United States,New York,New York,10016,Completed
060,MSKCC-Monitoring Suite,United States,New York,New York,10017,Completed
061,Evelyn H. Lauder Breast and Imaging Center,United States,New York,New York,10065,Completed
062,Memorial Sloan Kettering Cancer Center,United States,New York,New York,10065,Completed
063,Sidney Kimmel Center for Prostate and Urologic Cancers,United States,New York,New York,10065,Completed
064,Stony Brook University-Cancer Center,United States,Stony Brook,New York,11794,Completed
065,Stony Brook University,United States,Stony Brook,New York,11794,Completed
066,Novant Health Oncology Specialists,United States,Winston-Salem,North Carolina,27103,Completed
067,Cleveland Clinic Taussig Cancer Center,United States,Cleveland,Ohio,44106,Completed
068,Cleveland Clinic,United States,Cleveland,Ohio,44195,Completed
069,James Cancer Hospital and Solove Research Institute,United States,Columbus,Ohio,43210,Completed
070,The Ohio State University - GU Clinic,United States,Columbus,Ohio,43210,Completed
071,The Ohio State University,United States,Columbus,Ohio,43210,Completed
072,Cancer Care Associates Medical Oncology,United States,Allentown,Pennsylvania,18104,Completed
073,St.Luke's Hospital-Allentown Campus,United States,Allentown,Pennsylvania,18104,Completed
074,Cancer Care Associate Medical Oncology,United States,Bethlehem,Pennsylvania,18015,Completed
075,St. Lukes University Health Network,United States,Bethlehem,Pennsylvania,18015,Completed
076,St.Luke's Cancer Center Anderson,United States,Easton,Pennsylvania,18045,Completed
077,St.Luke's Hospital-Anderson Campus,United States,Easton,Pennsylvania,18045,Completed
078,Hospital of the University of Pennsylvania,United States,Philadelphia,Pennsylvania,19104,Completed
079,"Investigational Drug Service, University of Pennsylvania",United States,Philadelphia,Pennsylvania,19104,Completed
080,St.Luke's Quakertown Hospital,United States,Quakertown,Pennsylvania,18951,Completed
081,Henry-Joyce Cancer Clinic,United States,Nashville,Tennessee,37232,Completed
082,Texas Oncology - Baylor Charles A. Sammons Cancer Center,United States,Dallas,Texas,75246,Completed
083,Texas Oncology - Gulf Coast,United States,Houston,Texas,77024,Completed
084,The University of Texas MD Anderson Cancer Center,United States,Houston,Texas,77030,Completed
085,Investigational Product Center (IPC),United States,Irving,Texas,75063,Completed
086,Investigational Products Center (IPC),United States,Irving,Texas,75063,Completed
087,Investigational Products Center (lPC),United States,Irving,Texas,75063,Completed
088,US Oncology Investigational Products Center (IPC),United States,Irving,Texas,75063,Completed
089,Joe Arrington Cancer Research and Treatment Center,United States,Lubbock,Texas,79410,Completed
090,"Rainier Hematology-Oncology, PC",United States,Puyallup,Washington,98373,Completed
091,Fred Hutchinson Cancer Center,United States,Seattle,Washington,98109,Completed
092,University of Washington Medical Center,United States,Seattle,Washington,98195,Completed
093,"Northwest Medical Specialties, PLLC",United States,Tacoma,Washington,98405,Completed
094,Macquarie University Hospital Pharmacy,Australia,Macquarie University,New South Wales,2109,Completed
095,Macquarie University,Australia,Macquarie University,New South Wales,2109,Completed
096,Nuclear Medicine Department,Australia,Randwick,New South Wales,2031,Completed
097,"Pharmacy Department, Clinical Trials",Australia,Randwick,New South Wales,2031,Completed
098,Prince of Wales Hospital,Australia,Randwick,New South Wales,2031,Completed
099,Spectrum Medical Imaging,Australia,Randwick,New South Wales,2031,Completed
100,Division of Cancer Services,Australia,Woolloongabba,Queensland,4102,Completed
101,BHS Diagnostic Services,Australia,Ballarat,Victoria,3350,Completed
102,Lake Imaging,Australia,Ballarat,Victoria,3350,Completed
103,Box Hill Hospital,Australia,Box Hill,Victoria,3128,Completed
104,Eastern Health,Australia,Box Hill,Victoria,3128,Completed
105,"Monash Health Translational Precinct, Monash Medical Centre",Australia,Clayton,Victoria,3168,Completed
106,Monash Medical Centre,Australia,Clayton,Victoria,3168,Completed
107,Monash Cancer Centre,Australia,East Bentleigh,Victoria,3165,Completed
108,Moorabbin Radiology,Australia,East Bentleigh,Victoria,3165,Completed
109,Slade Health,Australia,Mount Waverley,Victoria,3149,Completed
110,Ballarat Day Procedure Centre,Australia,Wendouree,Victoria,3355,Completed
111,Ballarat Oncology & Haematology Services,Australia,Wendouree,Victoria,3355,Completed
112,Nova Pharmacy,Australia,Wendouree,Victoria,3355,Completed
113,SKG Radiology,Australia,Murdoch,Western Australia,6050,Completed
114,Fiona Stanley Hospital,Australia,Murdoch,Western Australia,6150,Completed
115,SKG Radiology,Australia,Murdoch,Western Australia,6150,Completed
116,St John of God Murdoch Hospital,Australia,Murdoch,Western Australia,6150,Completed
117,EPIC Pharmacy Murdoch,Australia,Perth,Western Australia,6150,Completed
118,Krankenhaus der Barmherzigen Schwestern Wien,Austria,Vienna,,1060,Completed
119,Medizinische Universitaet Wien,Austria,Vienna,,1090,Completed
120,Cliniques Universitaires Saint-Luc,Belgium,Brussels,,1200,Completed
121,UZ Gent,Belgium,Ghent,,9000,Completed
122,AZ Groeninge,Belgium,Kortrijk,,8500,Completed
123,CHU de Liège,Belgium,Liège,,4000,Completed
124,Foothills Medical Centre,Canada,Calgary,Alberta,T2N 2T9,Completed
125,"Alberta Health Services - Cancer Care, Tom Baker Cancer Centre",Canada,Calgary,Alberta,T2N 4N2,Completed
126,Cross Cancer Institute,Canada,Edmonton,Alberta,T6G 1Z2,Completed
127,British Columbia Cancer Agency - Sindi Ahluwalia Hawkins Centre for the Southern Interior,Canada,Kelowna,British Columbia,V1Y 5L3,Completed
128,British Columbia Cancer Agency,Canada,Vancouver,British Columbia,V5Z 4E6,Completed
129,BC Cancer GU Clinic - Fairmont Medical Building,Canada,Vancouver,British Columbia,V5Z IH7,Completed
130,"London Regional Cancer Program, London Health Sciences Centre",Canada,London,Ontario,N6A 4L6,Completed
131,"London Regional Cancer Program, London Health Sciences Centre",Canada,London,Ontario,N6A 5W9,Completed
132,"R.S. McLaughlin Durham Regional Cancer Centre, Lakeridge Health",Canada,Oshawa,Ontario,L1G 2B9,Completed
133,Sunnybrook Research Institute,Canada,Toronto,Ontario,M4N 3M5,Completed
134,Jewish General Hospital,Canada,Montreal,Quebec,H3T 1E2,Completed
135,CIUSSS de l'Estrie-Centre hospitalier universitaire de Sherbrooke,Canada,Sherbrooke,Quebec,J1H 5N4,Completed
136,"Herlev Hospital, Onkologisk Afdeling R",Denmark,Herlev,,2730,Completed
137,Odense Universitetshospital,Denmark,Odense C,,5000,Completed
138,Centre Eugene Marquis Service Pharmacie - Essais Cliniques,France,Rennes,Cedex,35042,Completed
139,Centre Francois Baclesse,France,Caen,,14076,Completed
140,Centre de Cancérologie de la Sarthe (CCS) - Clinique Victor Hugo,France,Le Mans,,72000,Completed
141,Clinique Victor Hugo Centre de Cancerologie de la Sarthe,France,Le Mans,,72000,Completed
142,Centre Léon Bérard,France,Lyon,,69008,Completed
143,Centre Léon Bérard,France,Lyon,,69373,Completed
144,Institut Paoli Calmettes,France,Marseille,,13009,Completed
145,Centre Eugene Marquis,France,Rennes,,35042,Completed
146,Institut de Cancérologie de l'Ouest - Centre René Gauducheau,France,Saint-Herblain,,44805,Completed
147,Institut de Cancerologie de Lorraine (ICL),France,Vandœuvre-lès-Nancy,,54519,Completed
148,Institut de Cancerologie de Lorraine,France,Vandœuvre-lès-Nancy,,54519,Completed
149,Institut Gustave Roussy,France,Villejuif,,94805,Completed
150,Universitaetsklinikum Tuebingen,Germany,Tübingen,Baden-Wurttemberg,072076,Completed
151,Universitaetsklinikum Tuebingen,Germany,Tübingen,Baden-Wurttemberg,72076,Completed
152,Universitaetsklinikum Jena,Germany,Jena,Thuringia,07743,Completed
153,Universitaetsklinikum Jena Klinik und Poliklinik fuer Urologie,Germany,Jena,Thuringia,07747,Completed
154,Universitaetsklinikum Jena,Germany,Jena,Thuringia,07747,Completed
155,Dél.pesti Centrumkórház-OHII Szent Lálszló Kórház telephely,Hungary,Budapest,,1097,Completed
156,Országos Onkológiai Intézet,Hungary,Budapest,,1122,Completed
157,The Chaim Sheba Medical Center,Israel,Tel Litwinsky,Ramat - GAN,5265601,Completed
158,Assaf Harofe MC,Israel,Beer Yaakov,,70300,Completed
159,Shamir Medical Center,Israel,Beer Yaakov,,70300,Completed
160,Rambam Health Care Campus,Israel,Haifa,,31096,Completed
161,Rambam Healthcare Campus,Israel,Haifa,,31096,Completed
162,Meir Medical Center,Israel,Kfar Saba,,44281,Completed
163,Rabin Medical Center,Israel,Petah Tikva,,49100,Completed
164,The Chaim Sheba Medical Center,Israel,Ramat Gan,,5265601,Completed
165,"Pharmacy - clinical unit, Tel Aviv Sourasky Medical Center",Israel,Tel Aviv,,6423906,Completed
166,Tel Aviv Sourasky Medical Center,Israel,Tel Aviv,,6423906,Completed
167,Centro di Riferimento Oncologico - IRCCS,Italy,Aviano,(PN),33081,Completed
168,Farmacia Studi Clinici,Italy,Rozzano,Milan,20089,Completed
169,Istituto Clinico Humanitas,Italy,Rozzano,Milan,20089,Completed
170,Fondazione IRCCS Istituto Nazionale dei Tumori,Italy,Milan,,20133,Completed
171,SC Farmacia,Italy,Milan,,20133,Completed
172,Istituto Europeo di Oncologia,Italy,Milan,,20141,Completed
173,Servizio di Farmacia,Italy,Milan,,20141,Completed
174,Azienda Ospedaliera San Camillo Forlanini,Italy,Rome,,00152,Completed
175,Nagoya University Hospital,Japan,Nagoya,Aichi-ken,466-8560,Completed
176,Hirosaki University School of Medicine & Hospital,Japan,Hirosaki,Aomori,036-8563,Completed
177,Hokkaido University Hospital,Japan,Sapporo,Hokkaidô,060-8648,Completed
178,Iwate Medical University Hospital,Japan,Shiwa-gun,Iwate,028-3695,Completed
179,Yokohama City University Hospital,Japan,Yokohama,Kanagawa,236-0004,Completed
180,Kindai University Hospital,Japan,Sayama,Osaka,589-8511,Completed
181,Osaka University Hospital,Japan,Suita,Osaka,565-0871,Completed
182,"Hamamatsu University School of Medicine, University Hospital",Japan,Hamamatsu,Shizuoka,431-3192,Completed
183,Keio University Hospital,Japan,Shinjuku-ku,Tokyo,160-8582,Completed
184,Tokyo Women's Medical University Hospital,Japan,Shinjuku-ku,Tokyo,162-8666,Completed
185,Akita University Hospital,Japan,Akita,,010-8543,Completed
186,Chiba Cancer Center,Japan,Chiba,,260-8717,Completed
187,Kyushu University Hospital,Japan,Fukuoka,,812-8582,Completed
188,Niigata University Medical & Dental Hospital,Japan,Niigata,,951-8520,Completed
189,Tokushima University Hospital,Japan,Tokushima,,770-8503,Completed
190,Yamagata University Hospital,Japan,Yamagata,,990-9585,Completed
191,Instituto Nacional de Cancerologia,Mexico,Mexico City,Mexico City,14080,Completed
192,"Hospital Universitario Dr. Jose Eleuterio Gonzalez, Centro Universitario Contra el Cancer",Mexico,Monterrey,Nuevo León,64460,Completed
193,Oaxaca Site Management Organization S.C.,Mexico,Oaxaca City,,68000,Completed
194,Netherlands Cancer Institute/Antoni van Leeuwenhoek Hospital,Netherlands,Amsterdam,North Holland,1066 CX,Completed
195,Netherlands Cancer Institute / Apotheek MC Slotervaart,Netherlands,Amsterdam,North Holland,1066 EC,Completed
196,VU University Medical Center (VUmc),Netherlands,Amsterdam,North Holland,1081 BT,Completed
197,VU University Medical Center (VUmc),Netherlands,Amsterdam,North Holland,1081 HZ,Completed
198,"Sint Franciscus Gasthuis, Pharmacy",Netherlands,Rotterdam,South Holland,3045 PM,Completed
199,Sint Franciscus Gasthuis,Netherlands,Rotterdam,South Holland,3045 PM,Completed
200,Maxima Medisch Centrum,Netherlands,Eindhoven,,5631 BM,Completed
201,St Apotheek der Haarlemse Ziekenhuizen,Netherlands,Haarlem,,2035 RC,Completed
202,Spaarne Gasthuis,Netherlands,Hoofddorp,,2134 TM,Completed
203,Maastricht University Medical Center,Netherlands,Maastricht,,6229 HX,Completed
204,Maxima Medisch Centrum,Netherlands,Veldhoven,,5504 DB,Completed
205,Maxima Medisch Centrum,Netherlands,Veldhoven,,5504 DL,Completed
206,Auckland City Hospital,New Zealand,Grafton,Auckland,1023,Completed
207,"Tauranga Hospital, Bay of Plenty Clinical Trials Unit",New Zealand,Tauranga,Bay of Plenty,3143,Completed
208,Palmerston North Hospital,New Zealand,Palmerston North,Manawatu-Wanganui,4414,Completed
209,Tauranga Hospital,New Zealand,Tauranga Bay of Plenty,Tauranga,3112,Completed
210,Wairarapa District Health Board,New Zealand,Masterton,Wairarapa,5840,Completed
211,Auckland City Hospital Pharmacy,New Zealand,Auckland,,1023,Completed
212,Baxter Healthcare New Zealand,New Zealand,Auckland,,1060,Completed
213,Christchurch Hospital,New Zealand,Christchurch,,8140,Completed
214,Waikato Hospital Pharmacy Services,New Zealand,Hamilton,,3240,Completed
215,Waikato Hospital,New Zealand,Hamilton,,3240,Completed
216,Broadway Radiology,New Zealand,Palmerston North,,4410,Completed
217,"""Prof. Dr. Ion Chiricuta"" Oncology Institute",Romania,Cluj-Napoca,,400015,Completed
218,S.C. Medisprof S.R.L.,Romania,Cluj-Napoca,,400641,Completed
219,"""Sfantul Nectarie"" Oncology Center",Romania,Craiova,,200347,Completed
220,Oncomed SRL,Romania,Timișoara,,300239,Completed
221,"RBHI ""Kursk Regional Clinical Oncology Dispensary"" of HCKR (legal address)",Russia,Kursk,Kursk Oblast,305035,Completed
222,"RBHI ""Kursk Regional Clinical Oncology Dispensary"" of HCKR",Russia,Kursk,Kursk Oblast,305524,Completed
223,Russian Research Center for Radiology and Surgical Technologies,Russia,Saint Petersburg,Pesochny,197758,Completed
224,"FSBI ""Research Institute of Oncology n.a. N.N. Petrov"" MoH RF",Russia,Saint Petersburg,Poselok Pesochniy,197758,Completed
225,"Private Medical Institution ""Euromedservice""",Russia,Pushkin,Sankt-Peterburg,196603,Completed
226,Scientific Research Institute of Urology named after N.A.Lopatkin of the Hersten Federal,Russia,Moscow,,105425,Completed
227,Moscow Scientific Research Oncology Institute n.a. P.A. Hertzen,Russia,Moscow,,125284,Completed
228,"FBIH ""Privolzhskiy Regional Medical Center"" of FMBA",Russia,Nizhny Novgorod,,603001,Completed
229,"SBIH of Nizhegorodskaya region ""Clinical-Diagnostics center""",Russia,Nizhny Novgorod,,603006,Completed
230,"FBIH ""Privolzhskiy Regional Medical Center"" of FMBA",Russia,Nizhny Novgorod,,603032,Completed
231,"FBIH ""Privolzhskiy Regional Medical Center"" of FMBA",Russia,Nizhny Novgorod,,603109,Completed
232,"SBIH of Nizhegorodskaya region ""Nizhniy Novgorod Regional Clinical Oncology Dispensary""",Russia,Nizhny Novgorod,,603126,Completed
233,Clinical Hospital #122 n.a. L. G. Sokolov,Russia,Saint Petersburg,,194291,Completed
234,"NS HI ""Road Clinical Hospital of JSC ""Russian Railways""""",Russia,Saint Petersburg,,195271,Completed
235,"LLC ""Diagnostic center ""Energo""",Russia,Saint Petersburg,,196247,Completed
236,"LLC ""Clinical Diagnostic Center ""Medex-pert""",Russia,Yaroslavl,,150014,Completed
237,SHI YR Regional Clinical Oncology Hospital,Russia,Yaroslavl,,150040,Completed
238,"Clinical Trial Pharmacy, National Cancer Center",South Korea,Goyang-si,Gyeonggi-do,10408,Completed
239,National Cancer Center,South Korea,Goyang-si,Gyeonggi-do,10408,Completed
240,"Seoul National University Bundang Hospital, Clinical Pharmacy",South Korea,Seongnam-si,Gyeonggido,13620,Completed
241,Seoul National University Bundang Hospital,South Korea,Seongnam-si,Gyeonggido,13620,Completed
242,"Kyungpook National University Medical Center, Clinical Pharmacy",South Korea,Daegu,,41404,Completed
243,Kyungpook National University Medical Center,South Korea,Daegu,,41404,Completed
244,"Chungnam National University Hospital, Clinical Pharmacy",South Korea,Daejeon,,35015,Completed
245,Chungnam National University Hospital,South Korea,Daejeon,,35015,Completed
246,"Seoul National University Hospital, Clinical Pharmacy",South Korea,Seoul,,03080,Completed
247,Seoul National University Hospital,South Korea,Seoul,,03080,Completed
248,"Severance Hospital, Yonsei University Health System",South Korea,Seoul,,03722,Completed
249,Asan Medical Center,South Korea,Seoul,,05505,Completed
250,Clinical Trial Pharmacy,South Korea,Seoul,,05505,Completed
251,Samsung Medical Center Clinical Trial Pharmacy,South Korea,Seoul,,06351,Completed
252,Samsung Medical Center,South Korea,Seoul,,06351,Completed
253,Clinica Universidad de Navarra,Spain,Pamplona,Navarre,31008,Completed
254,Hospital Universitario Ramon y Cajal,Spain,Madrid,,28034,Completed
255,Hospital Universitario Virgen del Rocio,Spain,Seville,,41013,Completed
256,"Sahlgrenska University Hospital, Dept of Oncology",Sweden,Gothenburg,,413 45,Completed
257,"Cambridge University Hospital NHS Foundation Trust, Addenbrooke's Hospital",United Kingdom,Cambridge,Cambridgeshire,CB2 0QQ,Completed
258,"Mount Vernon Cancer Centre, East & North Herts NHS Trust",United Kingdom,London,Middlesex,HA6 2RN,Completed
259,"Mount Vernon Cancer Centre, Pharmacy",United Kingdom,London,Middlesex,HA6 2RN,Completed
260,The Royal Marsden NHS Foundation Trust,United Kingdom,Sutton,"Surrey, London",SM2 5PT,Completed
261,The Royal Marsden NHS Foundation Trust,United Kingdom,Sutton,Surrey,SM2 5PT,Completed
262,"Addenbrooke's Hospital, Central Pharmacy, Level 1",United Kingdom,Cambridge,,CB2 0QQ,Completed
263,Beatson WOSCC,United Kingdom,Glasgow,,G12 0YN,Completed
264,"Beatson West of Scotland Cancer Centre, Gartnavel General Hospital,",United Kingdom,Glasgow,,G120YN,Completed
265,"St Bartholomew's Hospital, Barts Health NHS Trust",United Kingdom,London,,EC1A 7BE,Completed
266,The Royal Marsden NHS Foundation Trust,United Kingdom,London,,SW3 6JJ,Completed
267,"Clinical Trials Pharmacy, The Christie",United Kingdom,Manchester,,M20 4BX,Completed
268,"Department of Medical Oncology, The Christie NHS Foundation Trust",United Kingdom,Manchester,,M20 4BX,Completed
269,"Academic Unit of Oncology, Nottingham University Hospitals NHS Trust-City Campus",United Kingdom,Nottingham,,NG5 1PB,Completed
270,"Nottingham University Hospitals, Nottingham City Hospital, Nottingham Trials Pharmacy",United Kingdom,Nottingham,,NG5 1PB,Completed
