Site Number,Site Name,Country,City,State,Zip,Status
023,"The Arthritis & Diabetes Clinic, Inc. /ID# 160809",United States,Monroe,Louisiana,71203,Completed
024,"Vanguard Medical Research, LLC /ID# 153124",United States,Shreveport,Louisiana,71011,Completed
025,Mansfield Health Center /ID# 161627,United States,Mansfield,Massachusetts,02048,Completed
026,Quality Clinical Research Inc. /ID# 156415,United States,Omaha,Nebraska,68114,Completed
027,Dartmouth-Hitchcock Medical Center /ID# 146008,United States,Lebanon,New Hampshire,03756,Completed
028,"Albuquerque Clinical Trials, Inc /ID# 147618",United States,Albuquerque,New Mexico,87102,Completed
029,Arthritis and Osteo Assoc /ID# 147177,United States,Las Cruces,New Mexico,88011,Completed
030,Coastal Carolina Health Care /ID# 149275,United States,New Bern,North Carolina,28562,Completed
031,"STAT Research, Inc. /ID# 143770",United States,Vandalia,Ohio,45377-9464,Completed
032,Health Research Oklahoma /ID# 159550,United States,Oklahoma City,Oklahoma,73103-2400,Completed
033,Healthcare Research Consultant /ID# 147632,United States,Tulsa,Oklahoma,74135,Completed
034,Innovative Clinical Research /ID# 143757,United States,Greenville,South Carolina,29601,Completed
035,Nashville Arthritis and Rheumatology /ID# 162641,United States,Nashville,Tennessee,37203,Completed
036,"Tekton Research, Inc. /ID# 159554",United States,Austin,Texas,78745,Completed
037,Diagnostic Group Integrated He /ID# 148725,United States,Beaumont,Texas,77701,Completed
038,Trinity Universal Res Assoc /ID# 150138,United States,Carrollton,Texas,75007,Completed
039,Arth and Osteo Clin Brazo Valley /ID# 160810,United States,College Station,Texas,77845,Completed
040,Adriana Pop-Moody MD Clinic PA /ID# 147627,United States,Corpus Christi,Texas,78404,Completed
041,Accurate Clinical Management /ID# 143768,United States,Houston,Texas,77004,Completed
042,Accurate Clinical Research /ID# 143769,United States,Houston,Texas,77089,Completed
043,"Pioneer Research Solutions, Inc. /ID# 143765",United States,Houston,Texas,77098-5294,Completed
044,P&I Clinical Research /ID# 151358,United States,Lufkin,Texas,75904-3132,Completed
045,SW Rheumatology Res. LLC /ID# 147620,United States,Mesquite,Texas,75150,Completed
046,Sun Research Institute /ID# 159553,United States,San Antonio,Texas,78215,Completed
047,Arthritis Clinic of Central TX /ID# 149266,United States,San Marcos,Texas,78666,Completed
048,Adv Rheumatology of Houston /ID# 162609,United States,The Woodlands,Texas,77382,Completed
049,DM Clinical Research /ID# 151359,United States,Tomball,Texas,77375,Completed
050,Arthritis & Osteoporosis Clinic /ID# 143752,United States,Waco,Texas,76710,Completed
051,Ctr for Arth and Rheum Disease /ID# 143759,United States,Chesapeake,Virginia,23320,Completed
052,Aurora Rheumatology and Immunotherapy Center /ID# 160811,United States,Franklin,Wisconsin,53132,Completed
053,Mautalen Salud e Investigacion /ID# 145980,Argentina,Buenos Aires,,1128,Completed
054,Ctr Privado Med Familiar /ID# 149183,Argentina,Buenos Aires,,1417,Completed
055,Consultorio Reumatologic Pampa /ID# 145979,Argentina,Buenos Aires,,1428,Completed
056,"Centro de Educación Médica e Investigaciones Clínicas ""Norberto Quimo"" - CEMIC /ID# 149176",Argentina,Buenos Aires,,1431,Completed
057,Cordis S.A. /Id# 152621,Argentina,Salta,,4400,Completed
058,Centro de Enfermedades /ID# 153543,Argentina,Santa Fe,,2000,Completed
059,Royal Prince Alfred Hospital /ID# 146028,Australia,Camperdown,New South Wales,2050,Completed
060,Rheuma-Zentrum Wien-Oberlaa /ID# 144728,Austria,Vienna,,1100,Completed
061,Algemeen Stedelijk Ziekenhuis /ID# 148720,Belgium,Aalst,Oost-Vlaanderen,9300,Completed
062,ReumaClinic Genk /ID# 146030,Belgium,Genk,,3600,Completed
063,Diag Consult Ctr 17 Sofia EOOD /ID# 144730,Bulgaria,Sofia,,1505,Completed
064,UMHAT Sv. Ivan Rilski /ID# 147351,Bulgaria,Sofia,,1612,Completed
065,Reg. Clinical Hosptial Concepcion /ID# 151267,Chile,Concepción,,4070038,Completed
066,Quantum Research LTDA. /ID# 145984,Chile,Puerto Varas,,5550170,Completed
067,Quantum Research Stgo. /ID# 145983,Chile,Santiago,,7500588,Completed
068,"CTCenter MaVe, s.r.o. /ID# 144823",Czechia,Olomouc,Olomoucký kraj,779 00,Completed
069,"Nuselská poliklinika, Revmatologie /ID# 145986",Czechia,Prague,Praha 4,140 00,Completed
070,Thomayerova nemocnice /ID# 144736,Czechia,Prague,Praha 4,140 00,Completed
071,RHEUMA s.r.o. /ID# 144737,Czechia,Břeclav,,690 02,Completed
072,"Medical Plus, s.r.o. /ID# 144821",Czechia,Uherské Hradište,,686 01,Completed
073,MediTrials /ID# 159745,Estonia,Tartu,Tartu,50406,Completed
074,North Estonian Medical Centre /ID# 145455,Estonia,Tallinn,,13419,Completed
075,"General Hospital of Athens ""Ippokratio"" /ID# 144739",Greece,Athens,,11527,Completed
076,Vital Medical Center Orvosi es /ID# 144740,Hungary,Veszprém,Veszprém megye,8200,Completed
077,Magyar Honvedseg Egeszsegugyi Kozpont /ID# 144743,Hungary,Budapest,,1134,Completed
078,Pest Megyei Flor Ferenc Korhaz /ID# 144742,Hungary,Kistarcsa,,2143,Completed
079,Fejer Megyei Szent Gyorgy Korh /ID# 144741,Hungary,Székesfehérvár,,8000,Completed
080,Barzilai Medical Center /ID# 144744,Israel,Ashkelon,,78278,Completed
081,Bnai Zion Medical Center /ID# 144745,Israel,Haifa,,3339419,Completed
082,The Lady Davis Carmel MC /ID# 147174,Israel,Haifa,,3436212,Completed
083,Sheba Medical Center /ID# 144824,Israel,Ramat Gan,,5262100,Completed
084,Universita di Catanzaro Magna Graecia /ID# 144747,Italy,Catanzaro,Calabria,88100,Completed
085,A.O.U.I. di Verona Policlinico /ID# 144746,Italy,Verona,,37134,Completed
086,Kondo Clinic for Rheum & Ortho /ID# 148268,Japan,Fukuoka,Fukuoka,810-0001,Completed
087,NHO Kyushu Medical Center /ID# 148279,Japan,Fukuoka,Fukuoka,810-8563,Completed
088,NHO Kyushu Medical Center /ID# 148280,Japan,Fukuoka,Fukuoka,810-8563,Completed
089,Aso Iizuka Hospital /ID# 148272,Japan,Iizuka-shi,Fukuoka,820-8505,Completed
090,Inoue Hospital /ID# 148069,Japan,Takasaki,Gunma,3700053,Completed
091,Bay Side Misato Medical Center /ID# 148281,Japan,Kochi,Kochi,781-0112,Completed
092,Center for Arthritis and Clinical Rheumatology Matsubara Clinic /ID# 148269,Japan,Kumamoto,Kumamoto,862-0920,Completed
093,Kumamoto Shinto General Hospital /ID# 148286,Japan,Kumamoto,Kumamoto,8628655,Completed
094,Nagasaki University Hospital /ID# 149859,Japan,Nagasaki,Nagasaki,852-8501,Completed
095,Sasebo Chuo Hospital /ID# 148275,Japan,Sasebo,Nagasaki,857-1195,Completed
096,Osaka Red Cross Hospital /ID# 148267,Japan,Osaka,Osaka,543-8555,Completed
097,Seirei Hamamatsu General Hosp /ID# 148270,Japan,Hamamatsu,,430-8558,Completed
098,Ohira Orthopaedic Hospital /ID# 157944,Japan,Hyūga,,883-0043,Completed
099,Shirahama Hamayu Hospital /ID# 148277,Japan,Nishimura,,649-2211,Completed
100,Sanuki Municipal Hospital /ID# 158080,Japan,Sanuki,,769-2321,Completed
101,Hokkaido University Hospital /ID# 148285,Japan,Sapporo,,060-8648,Completed
102,Hokkaido Medical Center for Rheumatic Diseases /ID# 148274,Japan,Sapporo,,063-0811,Completed
103,Miyasato Clinic /ID# 148271,Japan,Shūnan,,745-0824,Completed
104,Takaoka Rheumatic Orthopedic Clinic /ID# 148068,Japan,Takaoka,,933-0874,Completed
105,Matsuta Clinic /ID# 148278,Japan,Tokyo,,155-0032,Completed
106,National Hospital Organization Shimoshizu National Hospital /ID# 148273,Japan,Yotsukaidō,,284-0003,Completed
107,Desarrollos Biomedicos y Biotc /ID# 147379,Mexico,Monterrey,Nuevo León,64060,Completed
108,Cryptex Investigación Clínica S.A de C.V /ID# 147095,Mexico,Mexico City,,06100,Completed
109,Medyczne Centrum Hetmanska /ID# 144751,Poland,Poznan,Greater Poland Voivodeship,60-218,Completed
110,"WroMedica I. Bielicka, A. Strzalkowska s.c. /ID# 157622",Poland,Wroclaw,Lower Silesian Voivodeship,51-685,Completed
111,REUMED Sp.z o.o. Filia nr 1 /ID# 144752,Poland,Lublin,Lublin Voivodeship,20-607,Completed
112,Centralny Szpital Kliniczny MSWiA w Warszawie /ID# 149521,Poland,Warsaw,Masovian Voivodeship,02-507,Completed
113,Osteo-Medic spolka cywilna /ID# 144753,Poland,Bialystok,Podlaskie Voivodeship,15-351,Completed
114,Centrum Badań Klinicznych Pi-House /ID# 149520,Poland,Gdansk,Pomeranian Voivodeship,80-546,Completed
115,NZOZ Centrum Reumatologiczne /ID# 144749,Poland,Elblag,Warmian-Masurian Voivodeship,82-300,Completed
116,Instituto Portugues De Reumatologia /ID# 149281,Portugal,Lisbon,Lisbon District,1050-034,Completed
117,Centro Hospitalar De Vila Nova /ID# 146036,Portugal,Vila Nova de Gaia,Porto District,4434-502,Completed
118,"Centro Hospitalar Lisboa Norte, EPE /ID# 146035",Portugal,Lisbon,,1649-035,Completed
119,Centro Hospitalar Baixo Vouga /ID# 152916,Portugal,Porto,,4050-111,Completed
120,"Dr. Ramon L. Ortega-Colon, MD /ID# 145989",Puerto Rico,Carolina,,00983,Completed
121,Ponce School of Medicine /ID# 145990,Puerto Rico,Ponce,,00716,Completed
122,Spitalul Municipal Ploiesti /ID# 144756,Romania,Ploieşti,,100337,Completed
123,Clinical Hospital No.1 n.a. N.I.Pirogov /ID# 147255,Russia,Moscow,Moscow,119049,Completed
124,LLC Medical Center /ID# 144758,Russia,Novosibirsk,Novosibirsk Oblast,630099,Completed
125,Perm Clinical Center of FMBA /ID# 145993,Russia,Perm,Permskiy Kray,614109,Completed
126,Tver Regional Clinical Hosp. /ID# 147254,Russia,Tver',Tver Oblast,170036,Completed
127,Сity Clinical Hospital 4 /ID# 145994,Russia,Ivanovo,,153005,Completed
128,City Clinical Hospital Botkina /ID# 145995,Russia,Moscow,,125284,Completed
129,City Clinical Hospital #5 /ID# 149832,Russia,Nizhny Novgorod,,603005,Completed
130,Orenburg State Medical Academy /ID# 145992,Russia,Orenburg,,460000,Completed
131,Republican Clin Hos n.a. Baran /ID# 147251,Russia,Petrozavodsk,,185019,Completed
132,Samara Regional Clinical Hosp /ID# 150934,Russia,Samara,,443095,Completed
133,Reg Clin Hosp n.a. Kuvatova G. /ID# 144757,Russia,Ufa,,450005,Completed
134,Yaroslavi State Medical Univer /ID# 147253,Russia,Yaroslavl,,150000,Completed
135,Institute for Rheumatology /ID# 144759,Serbia,Belgrade,Beograd,11000,Completed
136,Institute for Rheumatology /ID# 144761,Serbia,Belgrade,Beograd,11000,Completed
137,Institute for Rheumatology /ID# 144762,Serbia,Belgrade,Beograd,11000,Completed
138,Special Hospital for Rheuma /ID# 144760,Serbia,Novi Sad,Vojvodina,21000,Completed
139,Wits Clinical Research Site /ID# 149835,South Africa,Johannesburg,Gauteng,2193,Completed
140,University of Pretoria /ID# 148740,South Africa,Pretoria,Gauteng,0001,Completed
141,Synexus Helderberg Clinical Tr /ID# 148724,South Africa,Cape Town,Western Cape,7130,Completed
142,Tiervlei Trial Centre /ID# 153086,South Africa,Cape Town,Western Cape,7530,Completed
143,Hospital Plató /ID# 145999,Spain,Barcelona,,08006,Completed
144,Hospital Univ Germans Trias I /ID# 146037,Spain,Barcelona,,08916,Completed
145,Hospital Infanta Luisa /ID# 144771,Spain,Seville,,41010,Completed
146,Hospital Universitario de Valm /ID# 144770,Spain,Seville,,41014,Completed
147,Hospital Universitario La Fe /ID# 158013,Spain,Valencia,,46026,Completed
148,Uludağ Üniversitesi Atatürk Rehabilitasyon Uygulama ve Araştırma Merkezi /ID# 144772,Turkey (Türkiye),Osmangazi,Bursa,16080,Completed
149,Lviv Regional Clinical Hospita /ID# 154448,Ukraine,Lviv,Lviv Oblast,79013,Completed
150,Vinnytsia Regional Clinical Hospital n.a. M.I.Pyrogov /ID# 146002,Ukraine,Vinnytsia,Vinnytsia Oblast,21018,Completed
151,Regional Clinical Hospital /ID# 152007,Ukraine,Ivano-Frankivsk,,76018,Completed
152,NSC-Strazhesko Ist Cardiology /ID# 152004,Ukraine,Kiev,,03680,Completed
153,Zaporizhzhia Regional Clinical /ID# 146000,Ukraine,Zaporizhia,,69600,Completed
