Site Number,Site Name,Country,City,State,Zip,Status
051,Dermatology Associates of Seattle,United States,Seattle,Washington,98101,Completed
052,Dermatology Specialists of Spokane,United States,Spokane,Washington,99202,Completed
053,Framingham Centro Medico,Argentina,La Plata,Buenos Aires,B1902COS,Completed
054,Hospital Universitario Austral,Argentina,Pilar,Buenos Aires,B1629ODT,Completed
055,Servicio de Investigacion de Patolog-ias Alergicas del Instituto ABC,Argentina,Rosario,Santa Fe Province,2000,Completed
056,CINME Centro de Investigaciones Metabolicas,Argentina,C.a.b.a.,,C1027AAP,Completed
057,Buenos Aires Skin,Argentina,C.a.b.a.,,C1055AAO,Completed
058,Psoriahue Medicina Interdisciplinaria,Argentina,C.a.b.a,,C1425DKG,Completed
059,University Hospital Brussels,Belgium,Brussels,,1090,Completed
060,Cliniques Universitaires Saint-Luc,Belgium,Brussels,,1200,Completed
061,University Hospital Antwerp,Belgium,Edegem,,2650,Completed
062,CETI - Centro de Estudos em Terapias Inovadoras LTDA.,Brazil,Curitiba,Paraná,80030-110,Completed
063,Instituto de Dermatologia e Estética do Brasil LTDA,Brazil,Rio de Janeiro,Rio de Janeiro,22470-220,Completed
064,Hospital De Clinicas De Porto Alegre,Brazil,Porto Alegre,Rio Grande do Sul,90035-003,Completed
065,Associacao dos Funcionarios Públicos do Estado do Rio Grande do Sul - Hospital Ernesto Dornelles,Brazil,Porto Alegre,Rio Grande do Sul,90160-093,Completed
066,Pesquisare Saude S/S Ltda,Brazil,Santo André,São Paulo,09.080-110,Completed
067,Fundacao do ABC - Faculdade de Medicina do ABC,Brazil,Santo André,São Paulo,09060-870,Completed
068,IBPClin Pesquisa Clinica,Brazil,Rio de Janeiro,,20241-180,Completed
069,"MC Asklepii"" OOD",Bulgaria,Dupnitsa,,2600,Completed
070,"MHAT ""Dr. Tota Venkova"" AD",Bulgaria,Gabrovo,,5300,Completed
071,"""Center of skin-venereal diseases"" EOOD, Sofia",Bulgaria,Sofia,,1404,Completed
072,"""DCC Fokus-5-Medical Establishment for OutpatientCare""EOOD",Bulgaria,Sofia,,1463,Completed
073,"""Mc Sinexus Sofia"" Eood",Bulgaria,Sofia,,1784,Completed
074,ACIBADEM City Clinic Diagnostic-Consultative Center EOOD,Bulgaria,Sofia,,1784,Completed
075,"""ACIBADEM City Clinic Medical Center Varna"" EOOD",Bulgaria,Varna,,9000,Completed
076,Dermatology Research Institute,Canada,Calgary,Alberta,T1Y0B4,Completed
077,Stratica Medical,Canada,Edmonton,Alberta,T5K 1X3,Completed
078,Alberta Dermasurgery Center,Canada,Edmonton,Alberta,T6G1C3,Completed
079,Wiseman Dermatology Research Inc.,Canada,Winnipeg,Manitoba,R3M 3Z4,Completed
080,"Karma Clinical Trials, Inc.",Canada,St. John's,Newfoundland and Labrador,A1A 4Y3,Completed
081,CCA Medical Research,Canada,Ajax,Ontario,L1S 7K8,Completed
082,SimcoDerm Medical and Surgical Dermatology Center,Canada,Barrie,Ontario,L4M 7G1,Completed
083,Lynderm Research Inc.,Canada,Markham,Ontario,L3P 1X2,Completed
084,DermEdge Research,Canada,Mississauga,Ontario,L5H 1G9,Completed
085,Dermatology Ottawa Research Centre,Canada,Ottawa,Ontario,K2C 3N2,Completed
086,SKiN Centre for Dermatology,Canada,Peterborough,Ontario,K9J 5K2,Completed
087,Office of Dr. Paul Adam,Canada,Scarborough Village,Ontario,M1B 4Z8,Completed
088,AvantDerm,Canada,Toronto,Ontario,M5A 3R6,Completed
089,K. Papp Clinical Research,Canada,Waterloo,Ontario,N2J 1C4,Completed
090,XLR8 Medical Research Inc.,Canada,Windsor,Ontario,N8W 1E6,Completed
091,Centre de Recherche Dermatologique du Quebec Metropolitain (CRDQ),Canada,Québec,Quebec,G1V 4X7,Completed
092,Centro Medico SkinMed Limitada,Chile,Santiago,Santiago Metropolitan,7580206,Completed
093,Clinica Dermacross S.A.,Chile,Santiago,Santiago Metropolitan,7640881,Completed
094,Hospital Clinico Universidad de Chile,Chile,Santiago,Santiago Metropolitan,8380456,Completed
095,Centro Internacional de Estudios Clinicos - CIEC,Chile,Santiago,Santiago Metropolitan,8420383,Completed
096,"Beijing Friendship Hospital, Capital Medical University",China,Beijing,Beijing Municipality,100050,Completed
097,"The Second Affiliated Hospital of Army Medical University, PLA",China,Chongqing,Chongqing Municipality,400037,Completed
098,"The First Affiliated Hospital, Sun Yat-sen University",China,Guangzhou,Guangdong,510080,Completed
099,"The Third Affiliated Hospital, Sun Yat-sen University",China,Guangzhou,Guangdong,510630,Completed
100,The University of Hong Kong - Shenzhen Hospital,China,Shenzhen,Guangdong,518053,Completed
101,"Tongji Hospital, Tongji Medical College,Huazhong University of Science and Technology",China,Wuhan,Hubei,430030,Completed
102,The Second Xiangya Hospital of Central South University,China,Changsha,Hunan,410011,Completed
103,The Third Xiangya Hospital of Central South University,China,Changsha,Hunan,410013,Completed
104,The First Affiliated Hospital With Nanjing University,China,Nanjing,Jiangsu,210000,Completed
105,Dermatology Hospital of Jiangxi Province,China,Nanchang,Jiangxi,330000,Completed
106,Jinan Central Hospital,China,Jinan,Shandong,250013,Completed
107,Huashan Hospital Fudan University,China,Shanghai,Shanghai Municipality,200040,Completed
108,"Tianjin Medical University General Hospital, Dermatological Department",China,Tianjin,Tianjin Municipality,300052,Completed
109,The First Affiliated Hospital of Zhejiang University School of Medicine/Dermatology and STD Dept,China,Hangzhou,Zhejiang,310003,Completed
110,The Second Affiliated Hospital of Zhejiang University School of Medicine/Dermatology Dept,China,Hangzhou,Zhejiang,310009,Completed
111,Zhejiang Provincial People's Hospital/Dermatology Department,China,Hangzhou,Zhejiang,310014,Completed
112,"Sir Run Run Shaw Hospital, School of Medicine, Zhejiang University",China,Hangzhou,Zhejiang,310016,Completed
113,Peking University First Hospital,China,Beijing,,100034,Completed
114,Shanghai Changzheng Hospital,China,Shanghai,,200003,Completed
115,Shanghai Dermatology Hospital,China,Shanghai,,200443,Completed
116,"Charite - Universitaetsmedizin Berlin, Klinik fuer Dermatologie, Venerologie und Allergologie",Germany,Berlin,,10117,Completed
117,Hautzentrum Friedrichshain Studien,Germany,Berlin,,10247,Completed
118,Rothhaar Studien GmbH,Germany,Berlin,,10783,Completed
119,Klinikum Bielefeld Rosenhoehe,Germany,Bielefeld,,33647,Completed
120,Universitaetsklinikum Bonn,Germany,Bonn,,53127,Completed
121,Universitaetsklinikum Carl Gustav Carus der Technischen Universitaet Dresden,Germany,Dresden,,01307,Completed
122,Universitaetsklinikum Erlangen,Germany,Erlangen,,91054,Completed
123,Universitaetsklinikum Essen,Germany,Essen,,45147,Completed
124,SRH Wald-Klinikum Gera GmbH,Germany,Gera,,07548,Completed
125,Universitätsklinikum und Poliklinik für Dermatologie und Venerologie,Germany,Halle,,06120,Completed
126,Klinische Forschung Hamburg GmbH,Germany,Hamburg,,20253,Completed
127,TFS Trial Form Support GmbH,Germany,Hamburg,,20537,Completed
128,Katholisches Kinderkrankenhaus Wilhemstift,Germany,Hamburg,,22149,Completed
129,MENSINGDERMA research GmbH,Germany,Hamburg,,22391,Completed
130,Medizinische Hochschule Hannover,Germany,Hanover,,30625,Completed
131,Praxis Dr. med. Beate Schwarz,Germany,Langenau,,89129,Completed
132,Universitaetsklinikum Schleswig-Holstein,Germany,Lübeck,,23538,Completed
133,Hautaerztliche Gemeinschaftspraxis Dres. Leitz und Kollegen,Germany,Stuttgart,,70178,Completed
134,Soroka University Medical Center,Israel,Beersheba,,8410101,Completed
135,Rambam Health Care Campus,Israel,Haifa,,3109601,Completed
136,Rabin Medical Center,Israel,Petah Tikva,,4941492,Completed
137,The Chaim Sheba Medical Center,Israel,Ramat Gan,,5265601,Completed
138,Tel-Aviv Sourasky Medical Center,Israel,Tel Aviv,,6423906,Completed
139,AOU Policlinico Sant'Orsola Malpighi,Italy,Bologna,BO,40138,Completed
140,Universita' degli Studi G. D'Annunzio -CeSi-MeT,Italy,Chieti,CH,66100,Completed
141,"IFO Istituto Dermatologico San Gallicano IRCCS,",Italy,Roma,RM,00144,Completed
142,Ospedale Cristo Re,Italy,Roma,ROME,00167,Completed
143,Azienda Ospedaliero Universitaria San Martino di Genova,Italy,Genova,,16132,Completed
144,Ospedale Luigi Sacco,Italy,Milan,,20157,Completed
145,Prof. Giovanni Pellacani AOU Policlinico di Modena Struttura Complessa di Dermatologia,Italy,Modena,,41124,Completed
146,"Universita del Sacro Cuore, Policlinico Agostino Gemelli, Istituto Di Dermatologia",Italy,Rome,,00168,Completed
147,"Riga 1st Hospital, Clinic of Dermatology and STD",Latvia,Riga,,LV - 1001,Completed
148,Health and Aesthetics Ltd,Latvia,Riga,,LV-1009,Completed
149,"Health Centre 4 Ltd, Dermatology Clinics",Latvia,Riga,,LV-1013,Completed
150,Outpatient Clinic Of Ventspils,Latvia,Ventspils,,LV3601,Completed
151,Arke Estudios Clinicos S.A. de C.V.,Mexico,Cuauhtémoc,Mexico City,06700,Completed
152,JM Research SC,Mexico,Cuernavaca,Morelos,62290,Completed
153,Centro de Dermatologia de Monterrey,Mexico,Monterrey,Nuevo León,64460,Completed
154,Phylasis Clinicas Research S. de R.L. de C.V.,Mexico,Cuautitlán Izcalli,State of Mexico,54769,Completed
155,Derma Norte del Bajio S.C,Mexico,Aguascalientes,,20127,Completed
156,Centro de Investigacion Integral Medivest S.C.,Mexico,Chihuahua City,,31203,Completed
157,Universitair Medisch Centrum (UMC) Utrecht,Netherlands,Utrecht,,3584 CX,Completed
158,Nasz Lekarz Osrodek Badan Klinicznych,Poland,Bydgoszcz,,85-065,Completed
159,Centrum Medyczne SENSEMED,Poland,Chorzów,,41-500,Completed
160,"Copernicus Podmiot Leczniczy Sp. z.o.o., Oddzial Dermatologii",Poland,Gdansk,,80-152,Completed
161,"Uniwersyteckie Centrum Kliniczne, Klinika Dermatologii, Wenerologii i Alergologii",Poland,Gdansk,,80-214,Completed
162,"Silmedic Sp. z o.o., Oddzial w Katowicach",Poland,Katowice,,40-282,Completed
163,Centrum Medyczne Angelius Provita,Poland,Katowice,,40-611,Completed
164,Pro Familia Altera Sp. z o.o.,Poland,Katowice,,40-648,Completed
165,Malopolskie Centrum Kliniczne,Poland,Krakow,,30-149,Completed
166,Centrum Badan Klinicznych JCI,Poland,Krakow,,30-348,Completed
167,Krakowskie Centrum Medyczne Sp. z o.o.,Poland,Krakow,,31-501,Completed
168,Centrum Terapii Wspolczesnej J.M. Jasnorzewska Spolka Komandytowo-Akcyjna,Poland,Lodz,,90-242,Completed
169,"NZOZ ""DERMED"" Centrum Medyczne Sp. z o.o. - Oddzial w Lodzi",Poland,Lodz,,90-265,Completed
170,O?rodek Bada? Klinicznych Appletreeclinics,Poland,Lodz,,90-349,Completed
171,Dermoklinika-Centrum Medyczne s.c.,Poland,Lodz,,90-436,Completed
172,KO-MED Centra Kliniczne Lublin II,Poland,Lublin,,20-362,Completed
173,Dermedic Jacek Zdybski,Poland,Ostrowiec Świętokrzyski,,27-400,Completed
174,Laser Clinic S.C. dr Tomasz Kochanowski dr Andrzej Krolicki,Poland,Szczecin,,70-332,Completed
175,Alergo-Med Specjalistyczna Przychodnia Lekarska Sp. z o.o.,Poland,Tarnów,,33-100,Completed
176,Synexus Polska Sp. z o.o. Oddzial w Warszawie,Poland,Warsaw,,01-192,Completed
177,MTZ Clinical Research Sp. z o.o.,Poland,Warsaw,,02-106,Completed
178,Centralny Szpital Kliniczny Ministerstwa Spraw Wewnetrznych i Administracji w Warszawie,Poland,Warsaw,,02-507,Completed
179,RCMed Oddzial Warszawa,Poland,Warsaw,,02-657,Completed
180,Klinika Ambroziak Sp. z o.o.,Poland,Warsaw,,02-758,Completed
181,ETG Warszawa,Poland,Warsaw,,02-793,Completed
182,"Wojskowy Instytut Medyczny, Klinika Dermatologiczna",Poland,Warsaw,,04-141,Completed
183,Synexus Polska Sp. z o.o. Oddzial we Wroclawiu,Poland,Wroclaw,,50-381,Completed
184,"Lukasz Matusiak ""4Health'",Poland,Wroclaw,,50-566,Completed
185,"Kliniczny Oddzial Chorob Wewnetrznych, Dermatologii i Alergologii",Poland,Zabrze,,41-800,Completed
186,SC Centrul Medical de Diagnostic si Tratament Ambulator Neomed SRL,Romania,Brasov,JUD. Brasov,500283,Completed
187,Cabinet Medical de Dermatovenerologie Prof. Dr. Orasan Remus Ioan,Romania,Cluj-Napoca,JUD. CLUJ,400105,Completed
188,SC Delta Health Care SRL,Romania,Bucharest,,014142,Completed
189,"SBIH ""Chelyabinsk Regional Clinical Dermatovenerology dispensary""",Russia,Chelyabinsk,,454048,Completed
190,"Limited Liability Company ""Medical Center ""Rheuma-Med""",Russia,Kemerovo,,650070,Completed
191,Clinic of FSBEI HE Kirov SMU MOH Russia,Russia,Kirov,,610014,Completed
192,"FSBI ""State Research Centre of Dermatovenereology and Cosmetology"" MoH RF",Russia,Moscow,,107076,Completed
193,NRC Institute of Immunology FMBA of Russia,Russia,Moscow,,115478,Completed
194,"SBI RR ""Skin and Venereal Dispensary""",Russia,Rostov-on-Don,,344007,Completed
195,"SBI RR ""Regional Clinical Skin and Veneral Dispensary""",Russia,Ryazan,,390046,Completed
196,"LLC ""Pierre Wolkenstein Clinic of Skin Diseases""",Russia,Saint Petersburg,,191123,Completed
197,Vitiligo center,Russia,Saint Petersburg,,191123,Completed
198,"SPb SBIH ""Dermatovenerologic Dispensary #10 - Clinic of dermatology and venerology""",Russia,Saint Petersburg,,194021,Completed
199,"FSBEI HE ""St. Petersburg State Pediatric Medical University"" MoH RF",Russia,Saint Petersburg,,194100,Completed
200,"Limited Liability Company ""Sanavita""",Russia,Saint Petersburg,,195257,Completed
201,"Medical Research Institute, LLC",Russia,Saint Petersburg,,196084,Completed
202,FSBEI HE I.P.Pavlov SPbSMU MOH Russia,Russia,Saint Petersburg,,197022,Completed
203,"RSBIH ""Smolensk Regional Clinical Hospital""",Russia,Smolensk,,214018,Completed
204,Military Medical Academy,Serbia,Belgrade,,11000,Completed
205,Clinical Centre Nis,Serbia,Niš,,18000,Completed
206,General Hospital Pancevo,Serbia,Pančevo,,26000,Completed
207,Fakultna Nemocnica s Poliklinikou F. D. Roosevelta Banska Bystrica,Slovakia,Banská Bystrica,,975 17,Completed
208,"Narodny ustav detskych chorob, Detska dermatovenerologicka klinika LF UK a NUDCH",Slovakia,Bratislava,,833 40,Completed
209,BeneDerma s.r.o.,Slovakia,Bratislava,,841 02,Completed
210,"Derma therapy spol. s.r.o, Dermatovenerologicka ambulancia",Slovakia,Bratislava,,85101,Completed
211,"Nemocnica Kosice-Saca, a.s., 1. sukromna nemocnica, Kozna ambulancia",Slovakia,Kosice-Saca,,040 15,Completed
212,"Pedi-Derma s.r.o., Dermatovenerologicka ambulancia",Slovakia,Košice,,04001,Completed
213,"Derma-beauty, s.r.o., Dermatovenerologicka ambulancia",Slovakia,Nitra,,949 01,Completed
214,"SANARE spol. s.r.o., Dermatovenerologicka ambulancia",Slovakia,Svidník,,089 01,Completed
215,Hospital Universitari Germans Trias i Pujol,Spain,Badalona,Barcelona,08916,Completed
216,Hospital Sant Joan de Deu,Spain,Esplugues de Llobregat,Barcelona,08950,Completed
217,Hospital Universitario Puerta de Hierro de Majadahonda,Spain,Majadahonda,Madrid,28222,Completed
218,Hospital General Universitario de Alicante,Spain,Alicante,,03010,Completed
219,Hospital Clinic de Barcelona,Spain,Barcelona,,08036,Completed
220,Hospital de la Santa Creu i Sant Pau,Spain,Barcelona,,08041,Completed
221,Hospital Universitario Reina Sofia,Spain,Córdoba,,14004,Completed
222,Hospital Universitario de La Princesa,Spain,Madrid,,28006,Completed
223,Hospital General Universitario Gregorio Maranon,Spain,Madrid,,28007,Completed
224,Hospital Universitario Infanta Leonor,Spain,Madrid,,28031,Completed
225,Hospital Universitario La Paz,Spain,Madrid,,28046,Completed
226,Hospital del Nino Jesus,Spain,Madrid,,28089,Completed
227,Hospital Universitario Virgen de la Macarena,Spain,Seville,,41009,Completed
228,Consorcio Hospital General Universitario de Valencia,Spain,Valencia,,46014,Completed
229,Hospital Universitario y Politecnico La Fe,Spain,Valencia,,46026,Completed
230,Kaohsiung Medical University Chung-Ho Memorial Hospital,Taiwan,Kaohsiung City,,807,Completed
231,Taipei Medical University-Shuang Ho Hospital,Taiwan,New Taipei City,,23561,Completed
232,Chung Shan Medical University Hospital,Taiwan,Taichung,,R.O.C 402,Completed
233,National Cheng-Kung University Hospital,Taiwan,Tainan,,704,Completed
234,National Taiwan University Hospital,Taiwan,Taipei,,100,Completed
235,Chang Gung Memorial Hospital Linkou Branch,Taiwan,Taoyuan,,333,Completed
