Site Number,Site Name,Country,City,State,Zip,Status
047,University of Pittsburgh MC /ID# 125005,United States,Pittsburgh,Pennsylvania,15260,Completed
048,Texas Health Physicians Group /ID# 137740,United States,Arlington,Texas,76012,Completed
049,University of Texas Southwestern Medical Center /ID# 124989,United States,Dallas,Texas,75390-7208,Completed
050,University of Texas MD Anderson Cancer Center /ID# 125353,United States,Houston,Texas,77030,Completed
051,University of Vermont Medical Center /ID# 125350,United States,Burlington,Vermont,05401-1473,Completed
052,Swedish Cancer Institute - Issaquah /ID# 131534,United States,Issaquah,Washington,98029-6201,Completed
053,Swedish Cancer Institute - Edmonds /ID# 131549,United States,Seattle,Washington,98104,Completed
054,Swedish Medical Center /ID# 125021,United States,Seattle,Washington,98104,Completed
055,Swedish Cancer Insititute - Ballard /ID# 131548,United States,Seattle,Washington,98107-3932,Completed
056,Northwest Medical Specialties - Tacoma /ID# 125344,United States,Tacoma,Washington,98405,Completed
057,COIBA Centro de Oncologia e Investigacion de Buenos Aires /ID# 124839,Argentina,Berazategui,Buenos Aires,1884,Completed
058,Clinica Pergamino /ID# 127158,Argentina,Pergamino,Buenos Aires,2700,Completed
059,Instituto de Oncoloia de Rosario /ID# 127157,Argentina,Rosario,Santa Fe Province,2000,Completed
060,Centro Oncologico Riojano Integral /ID# 127938,Argentina,La Rioja,,5300,Completed
061,St George Hospital /ID# 129416,Australia,Kogarah,New South Wales,2217,Completed
062,Duplicate_The Prince of Wales Hospital /ID# 124845,Australia,Randwick,New South Wales,2031,Completed
063,Southern Medical Day Care Centre /ID# 124844,Australia,Wollongong,New South Wales,2500,Completed
064,Townsville University Hospital /ID# 126731,Australia,Douglas,Queensland,4814,Completed
065,Duplicate_Flinders Centre for Innovation /ID# 127535,Australia,Bedford Park,South Australia,5042,Completed
066,Royal Hobart Hospital /ID# 124849,Australia,Hobart,Tasmania,7000,Completed
067,The Royal Melbourne Hospital /ID# 124846,Australia,Parkville,Victoria,3050,Completed
068,Hollywood Private Hospital /ID# 124843,Australia,Nedlands,Western Australia,6009,Completed
069,Medizinische Universitaet Graz /ID# 126450,Austria,Graz,Styria,8036,Completed
070,Ordensklinikum Linz GmbH Elisabethinen /ID# 126185,Austria,Linz,Upper Austria,4010,Completed
071,Medizinische Universitaet Wien /ID# 126184,Austria,Vienna,Vienna,1090,Completed
072,Landeskrankenhaus Salzburg-Universitätsklinikum der PMU (LKH) /ID# 126449,Austria,Salzburg,,5020,Completed
073,Bobruysk Interdistrict Onco. /ID# 137729,Belarus,Babruysk,,213825,Completed
074,State Institution Republican Scientific Practical Center of Oncology and Medical /ID# 125223,Belarus,Minsk,,223040,Completed
075,Duplicate_Mogilev Reg Clin Oncology Dis /ID# 137728,Belarus,Mogilev,,212018,Completed
076,Vitebsk Regional Clinical Oncology Dispensary /ID# 125219,Belarus,Vitebsk,,210603,Completed
077,Universitair Ziekenhuis Antwerpen /ID# 124977,Belgium,Edegem,Antwerpen,2650,Completed
078,UCL Saint-Luc /ID# 124976,Belgium,Woluwe-Saint-Lambert,Brussels Capital,1200,Completed
079,Grand Hôpital de Charleroi /ID# 124981,Belgium,Charleroi,Hainaut,6000,Completed
080,Universitair Ziekenhuis Leuven /ID# 124980,Belgium,Leuven,Vlaams-Brabant,3000,Completed
081,Duplicate_AZ St-Jan Brugge-Oostende AV /ID# 124975,Belgium,Bruges,West-Vlaanderen,8000,Completed
082,ZNA Middelheim /ID# 124978,Belgium,Antwerp,,2020,Completed
083,CHU UCL Namur - Sainte Elisabeth /ID# 124979,Belgium,Namur,,5000,Completed
084,Duplicate_Sunnybrook Health Sciences Ctr /ID# 124882,Canada,Toronto,Ontario,M4N 3M5,Completed
085,CHUM - Notre-Dame Hospital /ID# 124879,Canada,Montreal,Quebec,H2X 0A9,Completed
086,Duplicate_Jewish General Hospital /ID# 124880,Canada,Montreal,Quebec,H3T 1E2,Completed
087,Duplicate_CHUQ-Hospital St. Sacrement /ID# 124881,Canada,Québec,Quebec,G1S 4L8,Completed
088,Hospital Clinico Vina del Mar /ID# 130100,Chile,Viña del Mar,Región de Valparaíso,2520612,Completed
089,Hospital Clinico Vina del Mar /ID# 148502,Chile,Viña del Mar,Región de Valparaíso,2520612,Completed
090,Instituto Nacional del Cancer /ID# 129343,Chile,Santiago,,8380455,Completed
091,ICOS - Inst Clinic Oncology /ID# 125236,Chile,Temuco,,4810469,Completed
092,Hospital Pablo Tobon Uribe /ID# 126657,Colombia,Medellín,Antioquia,50034,Completed
093,Administradora del Country_S.A-Clinica Del Country /ID# 125255,Colombia,Bogota,Cundinamarca,110221,Completed
094,Hospital Univ San Ignacio /ID# 126655,Colombia,Bogota,Cundinamarca,110231,Completed
095,Instituto Medico de Alta Tecnologia Oncomédica S.A /ID# 129211,Colombia,Montería,Departamento de Córdoba,230002,Completed
096,Centro Medico Imbanaco de Cali /ID# 126656,Colombia,Cali,,,Completed
097,Fakultni Nemocnice Brno /ID# 128176,Czechia,Brno,,625 00,Completed
098,Masarykuv onkologicky ustav /ID# 124886,Czechia,Brno,,656 53,Completed
099,Duplicate_FN Hradec Kralove /ID# 127080,Czechia,Hradec Králové,,500 05,Completed
100,Fakultni nemocnice Olomouc /ID# 124885,Czechia,Olomouc,,779 00,Completed
101,Vseobecna fakultni nemocnice v Praze /ID# 124887,Czechia,Prague,,128 08,Completed
102,Rigshospitalet /ID# 124891,Denmark,Copenhagen Ø,Capital Region,2100,Completed
103,"Sygehus Lillebælt, Vejle /ID# 124892",Denmark,Vejle,Region Syddanmark,7100,Completed
104,East Tallinn Central Hospital /ID# 126475,Estonia,Kesklinn,Harju,10138,Completed
105,Docrates Cancer Center /ID# 124896,Finland,Helsinki,,00180,Completed
106,Duplicate_Helsinki Univ Central Hospital /ID# 124897,Finland,Helsinki,,00290,Completed
107,Duplicate_Tampere University Hospital /ID# 124898,Finland,Tampere,,33521,Completed
108,Vaasa Central Hospital /ID# 132548,Finland,Vaasa,,65130,Completed
109,Institut Paoli-Calmettes /ID# 124903,France,Marseille,Bouches-du-Rhone,13009,Completed
110,Institut de Cancérologie de l'Ouest René Gauducheau /ID# 137726,France,Saint-Herblain,Loire-Atlantique,44805,Completed
111,Institut Curie - site CLCC René Huguenin /ID# 124904,France,Saint-Cloud,,92210,Completed
112,Institut Curie /ID# 124902,France,Paris,Île-de-France Region,75248,Completed
113,Universitaetsklinik Heidelberg /ID# 126664,Germany,Heidelberg,Baden-Wurttemberg,69120,Completed
114,Universitaetsklinimum Tuebingen /ID# 129968,Germany,Tübingen,Baden-Wurttemberg,72076,Completed
115,Universitaetsklinikum Ulm /ID# 135230,Germany,Ulm,Baden-Wurttemberg,89081,Completed
116,Universitaetsklinikum Koeln /ID# 126905,Germany,Cologne,North Rhine-Westphalia,50937,Completed
117,Universitaetsklinikum Carl Gustav Carus an der TU Dresden /ID# 127180,Germany,Dresden,,01307,Completed
118,Klinikum rechts der Isar - Technische Universitaet Muenchen /ID# 125256,Germany,Munich,,81675,Completed
119,Sana Klinikum Offenbach /ID# 126733,Germany,Offenbach,,63069,Completed
120,Semmelweis Egyetem /ID# 132485,Hungary,Budapest,,1085,Completed
121,Pecsi Tudomanyegyetem Klinikai Kozpont /ID# 125259,Hungary,Pécs,,7624,Completed
122,Jasz-Nagykun-Szolnok Megyei Hetenyi Geza Korhaz /ID# 124911,Hungary,Szolnok,,5000,Completed
123,Duplicate_Zala Megyei Korhaz /ID# 131341,Hungary,Zalaegerszeg,,8900,Completed
124,The Chaim Sheba Medical Center /ID# 124918,Israel,Ramat Gan,Tel Aviv,5265601,Completed
125,Tel Aviv Sourasky Medical Center /ID# 130276,Israel,Tel Aviv,Tel Aviv,6423906,Completed
126,Duplicate_Soroka University Medical Center /ID# 124917,Israel,Beersheba,,8457101,Completed
127,Assaf Harofeh Medical Center /ID# 124915,Israel,Be’er Ya‘aqov,,70300,Completed
128,Rambam Health Care Campus /ID# 124916,Israel,Haifa,,3109601,Completed
129,Shaare Zedek Medical Center /ID# 130275,Israel,Jerusalem,,91031,Completed
130,"Gastroenterology Institute, Division of Medicine /ID# 124919",Israel,Jerusalem,,91120,Completed
131,Kaplan Medical Center /ID# 124914,Israel,Rehovot,,7661041,Completed
132,Ospedale San Raffaele IRCCS /ID# 125261,Italy,Milan,Lombardy,20132,Completed
133,IEO -Istituto Europeo di Oncologia /ID# 125260,Italy,Milan,Milano,20141,Completed
134,IRCCS Ospedale Sacro Cuore Don Calabria /ID# 125262,Italy,Negrar,Verona,37024,Completed
135,Centro di Riferimento Oncologico /ID# 126738,Italy,Aviano,,33081,Completed
136,Grande Ospedale Metropolitano Bianchi Melacrino Morelli /ID# 125263,Italy,Reggio Calabria,,89124,Completed
137,Pauls Stradins Clinical University Hospital /ID# 125264,Latvia,Riga,,1002,Completed
138,Riga East Clinical University Hospital /ID# 125265,Latvia,Riga,,LV-1079,Completed
139,Hospital of Lithuanian University of Health Sciences Kaunas Clinics /ID# 125266,Lithuania,Kaunas,,50161,Completed
140,National Cancer Institute /ID# 125267,Lithuania,Vilnius,,08660,Completed
141,Centro de Estudios Clínicos Especializados /ID# 128680,Mexico,Mérida,Yucatán,97133,Completed
142,Centro Oncologico de Chihuahua /ID# 128679,Mexico,Chihuahua City,,31217,Completed
143,Instituto Nacional de Cancerología INCAN /ID# 128676,Mexico,Mexico City,,14080,Completed
144,Erasmus Medisch Centrum /ID# 124935,Netherlands,Rotterdam,South Holland,3015 GD,Completed
145,Universitair Medisch Centrum Groningen /ID# 129069,Netherlands,Groningen,,9713 GZ,Completed
146,Maastricht Universitair Medisch Centrum /ID# 129068,Netherlands,Maastricht,,6229 HX,Completed
147,Haukeland University Hospital /ID# 150177,Norway,Bergen,Hordaland,5021,Completed
148,Centrum Onkologii Lukaszczyka /ID# 124938,Poland,Bydgoszcz,Kuyavian-Pomeranian Voivodeship,85-796,Completed
149,Wojewodzki Szpital Specjalistyczny /ID# 127258,Poland,Wroclaw,Lower Silesian Voivodeship,51-124,Completed
150,MRUK-MED I Spolka z ograniczona odpowiedzialnoscia /ID# 124939,Poland,Rzeszów,Podkarpackie Voivodeship,35-021,Completed
151,Wojewodzki Szpital Zespolony /ID# 126998,Poland,Elblag,Warmian-Masurian Voivodeship,82-300,Completed
152,Wojewodzkie Wielospecjalistyczne Centrum Onkologii i Traumatologii im. M. Kopern /ID# 126999,Poland,Lodz,Łódź Voivodeship,93-513,Completed
153,"Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE /ID# 126510",Portugal,Vila Nova de Gaia,Porto District,4434-502,Completed
154,"Centro Hospitalar Universitário do Algarve, EPE - Hospital Faro /ID# 125298",Portugal,Faro,,8000-386,Completed
155,"Centro Hospitalar Universitário de Lisboa Norte, EPE - Hospital de Santa Maria /ID# 125299",Portugal,Lisbon,,1649-035,Completed
156,"Unidade Local de Saúde de Matosinhos, EPE /ID# 126511",Portugal,Matosinhos Municipality,,4464-513,Completed
157,"IPO Porto FG, EPE /ID# 125297",Portugal,Porto,,4200-072,Completed
158,"Centro Hospitalar Universitario de Sao Joao, EPE /ID# 126508",Portugal,Porto,,4200-319,Completed
159,"Ad-Vance Medical Research, LLC /ID# 126043",Puerto Rico,Ponce,,00717,Completed
160,San Juan Municipal Hospital /ID# 124695,Puerto Rico,San Juan,,00935,Completed
161,S.C. Centrul de Oncologie Sf. Nectarie S.R.L. /ID# 124948,Romania,Craiova,Dolj,200347,Completed
162,Duplicate_lnstitutul Oncologic Prof Dr Alexandru Trestioreanu /ID# 124943,Romania,Bucharest,,022328,Completed
163,Spitalul Clinic Judetean de Urgenta Cluj -Napoca /ID# 124945,Romania,Cluj-Napoca,,400006,Completed
164,Oncomed SRL /ID# 127598,Romania,Timișoara,,300239,Completed
165,Sverdlovsk Regional Oncology Dispensary /ID# 130950,Russia,Yekaterinburg,Sverdlovsk Oblast,620043,Completed
166,Regional Oncology Dispensary /ID# 125936,Russia,Kursk,"Tatarstan, Respublika",305035,Completed
167,Duplicate_archangel Clinical Oncology /ID# 126031,Russia,Arkhangelsk,,163045,Completed
168,Altay Regional Oncological Dispesary /ID# 127160,Russia,Barnaul,,656049,Completed
169,Belgorod Oncology Dispensary /ID# 129315,Russia,Belgorod,,308010,Completed
170,LLC BioEq Ltd. /ID# 134529,Russia,Saint Petersburg,,197342,Completed
171,Duplicate_Saratov State Medical University n.s. Chernyshevskiy /ID# 139395,Russia,Saratov,,410012,Completed
172,Siberian State Medical University /ID# 127161,Russia,Tomsk,,634050,Completed
173,Volgograd Regional Clinical Oncology Dispensary /ID# 124952,Russia,Volzhsky,,404130,Completed
174,National University Hospital /ID# 125315,Singapore,Singapore,,119074,Completed
175,Johns Hopkins Singapore IMC /ID# 125316,Singapore,Singapore,,308433,Completed
176,GVI Oncology /ID# 125321,South Africa,Port Elizabeth,Eastern Cape,6006,Completed
177,"University of Free State, Universitas Annex (National Hospital Grounds) /ID# 128499",South Africa,Bloemfontein,Free State,9301,Completed
178,Wits Clinical Research Site /ID# 125317,South Africa,Johannesburg,Gauteng,2193,Completed
179,Medical Oncology Ctr Rosebank /ID# 125322,South Africa,Johannesburg,Gauteng,2196,Completed
180,Sandton Oncology Medical Group PTY Ltd /ID# 125323,South Africa,Johannesburg,Gauteng,2196,Completed
181,Mary Potter Oncology Centre /ID# 133269,South Africa,Pretoria,Gauteng,0181,Completed
182,The Oncology Centre /ID# 126104,South Africa,Durban,KwaZulu-Natal,4091,Completed
183,Netcare Oncology Intervent Ctr /ID# 125320,South Africa,Cape Town,Western Cape,7460,Completed
184,Cancercare Outeniqua Oncology Centre /ID# 125319,South Africa,George,Western Cape,6530,Completed
185,National Cancer Center /ID# 125602,South Korea,Goyang,Gyeonggido,10408,Completed
186,Yonsei University Health System Severance Hospital /ID# 125599,South Korea,Seoul,Seoul Teugbyeolsi,03722,Completed
187,Korea University Anam Hospital /ID# 128968,South Korea,Seoul,,02841,Completed
188,Seoul National University Hospital /ID# 125600,South Korea,Seoul,,03080,Completed
189,Asan Medical Center /ID# 125601,South Korea,Seoul,,05505,Completed
190,Samsung Medical Center /ID# 125598,South Korea,Seoul,,06351,Completed
191,Hospital Santa Creu i Sant Pau /ID# 124963,Spain,Barcelona,,08041,Completed
192,Hospital General Universitario Gregorio Maranon /ID# 124962,Spain,Madrid,,28007,Completed
193,Hospital Universitario HM Sanchinarro /ID# 124960,Spain,Madrid,,28050,Completed
194,Hospital Universitario Virgen de la Victoria /ID# 124961,Spain,Málaga,,29010,Completed
195,Hospital Clinico Universitario de Valencia /ID# 124959,Spain,Valencia,,46010,Completed
196,Skane University hospital /ID# 124966,Sweden,Malmo,Skåne County,214 28,Completed
197,Norrlands University hospital /ID# 124967,Sweden,Umeå,Västerbotten County,581 85,Completed
198,Sahlgrenska University Hospital /ID# 124965,Sweden,Gothenburg,Västra Götaland County,413 45,Completed
199,Linkoping University Hospital /ID# 126795,Sweden,Linköping,,581 85,Completed
200,Duplicate_Karolinska Univ Sjukhuset /ID# 124964,Sweden,Solna,,171 64,Completed
201,Uppsala University Hospital /ID# 126512,Sweden,Uppsala,,75185,Completed
202,Kaohsiung Medical University Chung-Ho Memorial Hospital /ID# 125575,Taiwan,Kaohsiung City,,807,Completed
203,National Taiwan University Hospital /ID# 125324,Taiwan,Taipei,,100,Completed
204,Hacettepe University Faculty of Medicine /ID# 125336,Turkey (Türkiye),Ankara,,06100,Completed
205,Dr. Abdurrahman Yurtaslan Ankara Onkoloji Egitim ve Arastirma Hastanesi /ID# 125337,Turkey (Türkiye),Ankara,,06200,Completed
206,Duplicate_Akdeniz University Medical Fac /ID# 125339,Turkey (Türkiye),Antalya,,07059,Completed
207,Bezmi Alem Univ Med Fac Hosp /ID# 127901,Turkey (Türkiye),Istanbul,,34093,Completed
208,Istanbul University Istanbul Medical Faculty /ID# 145144,Turkey (Türkiye),Istanbul,,34093,Completed
209,Municipal Non-Profit Enterprise City Clinical Hospital No.4 of Dnipro City Counc /ID# 124968,Ukraine,Dnipro,,49102,Completed
210,Donetsk Regional Antitumor Ctr /ID# 124970,Ukraine,Donetsk,,83092,Completed
211,Communal non-profit enterprise Regional Center of Oncology /ID# 124972,Ukraine,Kharkiv,,61070,Completed
212,ME Kryviy Rih Oncology Dispensary /ID# 129806,Ukraine,Kryvyi Rih,,50048,Completed
213,Lviv Oncological Regional Therapeutical and Diagnostic Centre /ID# 124974,Ukraine,Lviv,,79031,Completed
214,Poltava Regional Clinical Oncology Centre of Poltava Regional Council /ID# 124969,Ukraine,Poltava,,36011,Completed
215,Zaporizhzhia Med. Academy MOH /ID# 129800,Ukraine,Zaporizhia,,69040,Completed
216,University Hospitals Bristol /ID# 128343,United Kingdom,Bristol,"Bristol, City of",BS2 8ED,Completed
217,Hull University Teaching Hospitals NHS Trust /ID# 133030,United Kingdom,Hull,East Riding Of Yorkshire,HU3 2JZ,Completed
218,Nottingham University Hospitals NHS Trust /ID# 125340,United Kingdom,Nottingham,Nottinghamshire,NG5 1PB,Completed
219,University Hospitals Birmingham NHS Foundation Trust /ID# 125342,United Kingdom,Birmingham,,B15 2TH,Completed
