Site Number,Site Name,Country,City,State,Zip,Status
076,Heidelberg Repatriation Hospital /ID# 167441,Australia,Heidelberg West,Victoria,3081,Completed
077,ReumaClinic /ID# 164214,Belgium,Genk,Limburg,3600,Completed
078,UZ Gent /ID# 164210,Belgium,Ghent,Oost-Vlaanderen,9000,Completed
079,CIP - Centro Internacional de Pesquisa /ID# 161808,Brazil,Goiânia,Goiás,74110-120,Completed
080,Faculdade de Medicina do ABC /ID# 163489,Brazil,Santo André,La Spezia,09060-870,Completed
081,Hospital de Clínicas da Universidade Federal de Uberlândia /ID# 161794,Brazil,Uberlândia,Minas Gerais,38400-902,Completed
082,Hospital de Clinicas de Porto Alegre /ID# 161795,Brazil,Porto Alegre,Rio Grande do Sul,90035-903,Completed
083,LMK Sevicos Medicos S/S /ID# 161806,Brazil,Porto Alegre,Rio Grande do Sul,90480-000,Completed
084,Duplicate_Hospital das Clinicas da Faculdade de Medicina de Ribeirao Preto - USP /ID# 163317,Brazil,Ribeirão Preto,São Paulo,14051-140,Completed
085,Hospital das Clinicas da Faculdade de Medicina da Universidade de Sao /ID# 161793,Brazil,São Paulo,,05403-000,Completed
086,"Percuro Clinical Research, Ltd /ID# 157835",Canada,Victoria,British Columbia,V8V 3M9,Completed
087,CIADS Research Co Ltd /ID# 157843,Canada,Winnipeg,Manitoba,R3N 0K6,Completed
088,The Waterside Clinic /ID# 157838,Canada,Orillia,Ontario,L3V 1T5,Completed
089,Groupe de Recherche en Maladies Osseuses Inc /ID# 157836,Canada,Sainte-Foy,Quebec,G1V 3M7,Completed
090,Centre de Recherche Musculo-Squelettique /ID# 163557,Canada,Trois-Rivières,Quebec,G8Z 1Y2,Completed
091,CTR Estudios Clinicos /ID# 206038,Chile,Providencia,Aysén,7500571,Completed
092,Duplicate_Clinica Dermacross /ID# 169537,Chile,Santiago,,7640881,Completed
093,Duplicate_Centro Internacional de Estudios Clinicos /ID# 169543,Chile,Santiago,,8420383,Completed
094,Prosalud Ltda. /ID# 169542,Chile,Santiago,,ZC:7510047,Completed
095,"Revmatologie Bruntal, s.r.o /ID# 159632",Czechia,Prostějov,,796 01,Completed
096,"Medical Plus, s.r.o. /ID# 159631",Czechia,Uherské Hradiště,,686 01,Completed
097,Hopital Saint Joseph /ID# 163755,France,Marseille,Bouches-du-Rhone,13008,Completed
098,CHU Toulouse /ID# 163743,France,Toulouse,Occitanie,31300,Completed
099,Centre Hospitalier du Mans /ID# 163746,France,Le Mans,Sarthe,72037,Completed
100,CHRU Tours - Hopital Trousseau /ID# 163772,France,Chambray-lès-Tours,,37170,Completed
101,Duplicate_CHU-Hospital Henri Mondor /ID# 163895,France,Créteil,,94010,Completed
102,Duplicate_AP-HP - Hopital Lariboisiere /ID# 163773,France,Paris,,75010,Completed
103,General Hospital of Athens Laiko /ID# 163474,Greece,Athens,Attica,11527,Completed
104,Naval Hospital of Athens /ID# 163495,Greece,Athens,,11521,Completed
105,Reg Gen Univ Hosp Larissa /ID# 163493,Greece,Larissa,,41110,Completed
106,Gyor-Moson-Sopron Varmegyei Petz Aladar Egyetemi Oktato Korhaz /ID# 162573,Hungary,Győr,Győr-Moson-Sopron,9024,Completed
107,Vital Medicina Kft /ID# 162571,Hungary,Veszprém,Veszprém megye,8200,Completed
108,Betegapolo Irgalmasrend Budai Irgalmasrendi Korhaz /ID# 170911,Hungary,Budapest,,1023,Completed
109,Revita Reumatologiai Rendelo /ID# 162575,Hungary,Budapest,,1027,Completed
110,Obudai Egeszsegugyi Centrum Kft. /ID# 162576,Hungary,Budapest,,1036,Completed
111,Debreceni Egyetem Kenezy Gyula Egyetemi Korhaz /ID# 162572,Hungary,Debrecen,,4031,Completed
112,MÁV Kórház /ID# 162574,Hungary,Szolnok,,5000,Completed
113,Azienda Ospedaliera Universitaria Federico II /ID# 202410,Italy,Napoli,L Aquila,80131,Completed
114,Duplicate_Fondazione Policlinico Universitario Campus Bio-Medico di Roma /ID# 164123,Italy,Rome,Roma,00128,Completed
115,Duplicate_Fondazione PTV Policlinico Tor Vergata /ID# 162749,Italy,Rome,Roma,00133,Completed
116,Duplicate_Azienda Ospedaliero Universitaria Ospedali Riuniti di Ancona /ID# 162748,Italy,Ancona,,60126,Completed
117,Duplicate_A.O.U. Policlinico G. Rodolico S.Marco- Presidio G.Rodolico /ID# 164126,Italy,Catania,,95123,Completed
118,Duplicate_AOU Arcispedale Sant Anna di /ID# 164127,Italy,Cona,,44124,Completed
119,ASST Gaetano Pini/Presidio Ospedaliero Pini /ID# 164125,Italy,Milan,,20122,Completed
120,Duplicate_Azienda Unita Sanitaria Locale/IRCCS /ID# 162751,Italy,Reggio Emilia,,42123,Completed
121,Daido Hospital /ID# 163639,Japan,Nagoya,Aichi-ken,457-8511,Completed
122,Nagoya City University Hospital /ID# 162563,Japan,Nagoya,Aichi-ken,467-8602,Completed
123,Fukuoka University Hospital /ID# 161774,Japan,Fukuoka,Fukuoka,814-0180,Completed
124,Duplicate_Kitakyushu Municipal Medical Center /ID# 163516,Japan,Kitakyushu-shi,Fukuoka,802-8561,Completed
125,"Hospital of the University of Occupational and Environmental Health, Japan /ID# 161472",Japan,Kitakyushu-shi,Fukuoka,807-8556,Completed
126,Asahikawa Medical University Hospital /ID# 200684,Japan,Asahikawa-shi,Hokkaido,078-8510,Completed
127,Mie University Hospital /ID# 162085,Japan,Tsu,Mie-ken,514-8507,Completed
128,Tohoku University Hospital /ID# 164035,Japan,Sendai,Miyagi,9808574,Completed
129,Oribe Clinic of Rheumatism and Medicine /ID# 163704,Japan,Ōita,Oita Prefecture,870-0823,Completed
130,Kansai Medical University Hospital /ID# 162081,Japan,Hirakata-shi,Osaka,573-1191,Completed
131,National Hospital Organization Osaka Minami Medical Center /ID# 162589,Japan,Kawachinagano Shi,Osaka,586-8521,Completed
132,Osaka Metropolitan University Hospital /ID# 162082,Japan,Osaka,Osaka,545-8586,Completed
133,Nippon Life Saiseikai Public Interest Foundation Nippon Life Hospital /ID# 161773,Japan,Osaka,Osaka,550-0006,Completed
134,Juntendo University Hospital /ID# 162089,Japan,Bunkyo-ku,Tokyo,113-8431,Completed
135,St.Luke's International Hospital /ID# 162013,Japan,Chuo-ku,Tokyo,104-8560,Completed
136,Keio University Hospital /ID# 162130,Japan,Shinjuku-ku,Tokyo,160-8582,Completed
137,Medisch Centrum Leeuwarden /ID# 163049,Netherlands,Leeuwarden,South Holland,8934 AD,Completed
138,Duplicate_Erasmus Medisch Centrum /ID# 163052,Netherlands,Rotterdam,South Holland,3015 GD,Completed
139,Maasstad Ziekenhuis /ID# 163050,Netherlands,Rotterdam,South Holland,3079 DZ,Completed
140,Sint Maartenskliniek /ID# 163703,Netherlands,Ubbergen,,6574 NA,Completed
141,Duplicate_Middlemore Hospital /ID# 166411,New Zealand,Otahuhu,Auckland,2025,Completed
142,Timaru Medical Specialists Ltd /ID# 166410,New Zealand,Timaru,Canterbury,7910,Completed
143,Waikato Hospital /ID# 166412,New Zealand,Hamilton,Waikato Region,3240,Completed
144,Porter Rheumatology Ltd /ID# 200422,New Zealand,Nelson,,7010,Completed
145,"Duplicate_Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE /ID# 165897",Portugal,Vila Nova de Gaia,Porto District,4434-502,Completed
146,"Unidade Local de Saúde do Alto Minho, EPE - Hospital Conde de Bertiandos /ID# 165898",Portugal,Ponte de Lima,Viana do Castelo District,4990-041,Completed
147,Instituto Portugues De Reumatologia /ID# 165894,Portugal,Lisbon,,1050-034,Completed
148,"Centro Hospitalar de Lisboa Ocidental, EPE - Hospital Egas Moniz /ID# 165896",Portugal,Lisbon,,1349-019,Completed
149,"Unidade Local de Saude de Santa Maria, EPE /ID# 165895",Portugal,Lisbon,,1649-035,Completed
150,"Alma M. Cruz Santana, MD-Private practice /ID# 163308",Puerto Rico,Carolina,,00985,Completed
151,Ponce Medical School Foundation /ID# 163918,Puerto Rico,Ponce,,00716-0377,Completed
152,GCM Medical Group PSC /ID# 163716,Puerto Rico,San Juan,,00917-3104,Completed
153,Duplicate_Ajou University Hospital /ID# 163893,South Korea,Suwon,Gyeonggido,16499,Completed
154,Duplicate_Inha University Hospital /ID# 163892,South Korea,Junggu,Incheon Gwang Yeogsi,22332,Completed
155,Hospital Clinico Universitario Virgen de la Arrixaca /ID# 163138,Spain,El Palmar,Murcia,30120,Completed
156,Duplicate_Hospital Universitario A Coruna - CHUAC /ID# 161019,Spain,A Coruña,,15006,Completed
157,Duplicate_Hospital Universitario Reina Sofia /ID# 170764,Spain,Córdoba,,14004,Completed
158,Hospital Campus de la Salud /ID# 170768,Spain,Granada,,18016,Completed
159,Hospital Universitario Ramon y Cajal /ID# 161020,Spain,Madrid,,28034,Completed
160,Royal United Hospitals Bath /ID# 161054,United Kingdom,Bath,Bath And North East Somerset,BA1 3NG,Completed
161,Barts Health NHS Trust /ID# 161053,United Kingdom,London,"London, City of",E1 2ES,Completed
162,Guys and St Thomas NHS Foundation Trust /ID# 161063,United Kingdom,London,"London, City of",SE1 9RT,Completed
163,Duplicate_NHS Greater Glasgow and Clyde /ID# 162712,United Kingdom,Glasgow,,G12 0XH,Completed
164,Duplicate_Bedfordshire Hospitals NHS Foundation Trust /ID# 162713,United Kingdom,Luton,,LU4 0DZ,Completed
165,Duplicate_Christchurch University Hospitals Dorset NHS University Hospitals Dors /ID# 162711,United Kingdom,Poole,,BH15 2JB,Completed
